NAME OF THE SACCO, FINANCIAL INVESTMENT  , CASH & CASH EQUIVALENT , GROSS LOAN , TOTAL ASSETS , TOTAL EXPENSE , CORE CAPITAL , TOTAL DEPOSIT , LIQUID ASSET , Net Income , TOTAL REVENUE , NPL 
NUFAIKA ," 4,829,469.00 "," 39,780,946.00 "," 112,071,630.90 "," 193,896,659.11 "," 6,890,741.90 "," 36,785,525.95 "," 119,788,605.58 "," 39,780,946.00 "," 13,445,847.24 "," 23,250,191.67 "," 10,233,186.19 "
NYALA VISION," 110,000.00 "," 161,538,683.51 "," 443,112,754.14 "," 633,503,288.76 "," 44,478,898.50 "," 117,730,447.70 "," 466,061,590.16 "," 161,538,683.51 "," 46,478,812.82 "," 96,703,208.66 "," 18,812,263.74 "
NYAMBENE ARIMI," 5,080,418.42 "," 22,566,030.69 "," 210,910,363.11 "," 232,962,702.91 "," 54,999,503.82 "," 88,396,495.95 "," 130,760,364.41 "," 22,566,030.69 "," 3,966,955.89 "," 66,374,310.41 "," 59,746,727.79 "
NYAMIRA TEA FARMERS," 20,398,216.00 "," 737,301.03 "," 94,401,502.64 "," 233,969,463.61 "," 14,324,789.66 ","-25,735,053.26 "," 136,307,756.24 "," 737,301.03 ","-22,999,959.91 "," 9,928,968.35 "," 64,116,775.08 "
NYATI," 99,465,690.29 "," 452,404,525.75 "," 3,148,024,767.56 "," 3,799,323,472.88 "," 130,281,198.61 "," 793,637,818.52 "," 2,392,626,061.80 "," 461,994,842.25 "," 447,357,209.04 "," 595,286,465.75 "," 135,782,140.11 "
OLLIN," 192,166,502.00 "," 1,029,880,287.00 "," 4,866,876,444.00 "," 6,016,047,791.00 "," 238,505,499.00 "," 796,236,194.00 "," 4,080,866,272.00 "," 1,029,880,287.00 "," 136,069,033.00 "," 861,972,723.00 "," 130,059,328.00 "
ORIENT," 23,454.06 "," 8,340.18 "," 164,733.73 "," 678,297.49 "," 16,266.29 ","-156,326.72 "," 386,017.98 "," 22,919.79 ","-22,275.71 "," 32,786.74 "," 44,394.76 "
PATNAS ," 184,230,313.00 "," 81,162,284.72 "," 186,897,163.32 "," 560,278,959.85 "," 78,855,519.32 "," 78,381,289.98 "," 167,307,249.64 "," 81,277,284.72 "," 7,001,417.92 "," 118,169,989.55 "," 12,484,623.27 "
PRIME-TIME," 65,813,989.22 "," 124,951,123.12 "," 376,683,321.13 "," 768,036,171.62 "," 37,433,543.86 "," 75,320,487.75 "," 628,218,050.83 "," 181,543,481.34 "," 45,294,027.13 "," 96,030,175.43 "," 31,741,435.81 "
PUAN ," 12,026,901.00 "," 32,998,078.87 "," 214,645,448.10 "," 306,167,476.97 "," 17,653,280.00 "," 33,274,630.25 "," 202,821,428.00 "," 32,998,078.87 "," 1,261,478.00 "," 32,812,146.00 "," 7,801,859.00 "
QWETU," 181,806,257.69 "," 302,871,777.75 "," 1,890,899,120.16 "," 2,436,663,878.20 "," 185,917,625.33 "," 245,655,189.88 "," 1,683,712,151.25 "," 461,509,965.44 "," 51,299,825.20 "," 381,725,362.35 "," 90,472,204.17 "
RACHUONYO TEACHERS," 9,773,800.00 "," 15,267,226.00 "," 113,181,072.00 "," 153,923,856.00 "," 6,342,920.00 "," 9,316,707.00 "," 104,355,091.00 "," 15,267,226.00 "," 4,382,067.00 "," 14,733,691.00 "," 85,208,165.00 "
SAFARICOM," 1,322,726,090.00 "," 335,304,358.00 "," 6,050,263,820.00 "," 7,418,568,193.00 "," 120,156,223.00 "," 697,504,328.00 "," 6,031,945,040.00 "," 1,596,059,911.00 "," 582,247,525.00 "," 779,737,432.00 "," 907,550,066.00 "
SHERIA," 30,151,476.10 "," 451,543,613.00 "," 5,971,565,621.51 "," 6,723,737,753.37 "," 175,370,446.00 "," 935,557,499.59 "," 4,832,786,840.04 "," 451,543,613.00 "," 144,324,065.03 "," 825,233,812.96 "," 272,312,671.08 "
SHIRIKA DT," 1,963,065.00 "," 707,479,347.52 "," 2,779,889,744.00 "," 3,613,763,505.00 "," 67,801,325.17 "," 529,498,326.37 "," 2,788,022,610.14 "," 707,479,347.52 "," 54,886,400.63 "," 421,265,068.61 "," 3,924,901.86 "
SHOPPERS," 40,263,123.40 "," 66,847,320.68 "," 876,384,100.30 "," 1,083,634,884.92 "," 74,446,438.19 "," 443,260,590.66 "," 393,132,343.23 "," 66,847,320.68 ","-278,704,458.81 "," 75,469,219.57 "," 621,882,504.37 "
SIMBA CHAI," 21,255,306.00 "," 164,170,752.82 "," 1,017,998,978.62 "," 1,405,330,706.16 "," 38,356,159.71 "," 282,085,090.25 "," 737,304,331.88 "," 164,170,752.82 "," 65,291,834.76 "," 194,021,936.00 "," 31,977,599.67 "
SIRAJI," 101,856.00 "," 70,637,404.83 "," 335,400,082.30 "," 447,153,350.56 "," 39,449,692.06 "," 83,106,752.92 "," 347,477,602.81 "," 70,637,404.83 "," 18,318,274.25 "," 67,504,153.87 "," 54,856,621.74 "
SKYLINE," 11,989,720.00 "," 342,266,577.85 "," 1,058,979,646.61 "," 1,827,458,230.28 "," 116,380,729.22 "," 296,823,825.27 "," 1,324,016,663.23 "," 342,266,577.85 "," 97,873,260.03 "," 226,865,939.87 "," 111,422,005.53 "
SMART CHAMPION," 13,824,180.00 "," 11,617,019.59 "," 292,711,323.98 "," 309,173,698.24 "," 29,010,856.73 "," 80,439,444.14 "," 189,017,962.09 "," 22,121,693.59 "," 17,690,231.77 "," 61,223,649.34 "," 36,660,497.04 "
SMARTLIFE DT," 49,371,992.00 "," 106,866,019.00 "," 998,793,551.00 "," 1,209,032,059.00 "," 40,384,509.00 "," 195,067,574.00 "," 831,360,956.00 "," 136,736,994.00 "," 3,219,198.00 "," 118,013,490.00 "," 48,075,078.00 "
SOLUTION," 186,616,670.76 "," 319,551,741.15 "," 4,710,378,789.00 "," 5,648,112,546.34 "," 403,081,409.74 "," 603,830,019.88 "," 3,924,732,624.84 "," 506,168,411.91 "," 533,691,093.86 "," 1,091,085,109.18 "," 146,389,949.50 "
SOTICO," 49,120,054.80 "," 27,687,159.28 "," 170,698,863.00 "," 258,809,980.40 "," 18,449,210.16 "," 39,578,415.00 "," 154,358,421.00 "," 76,807,214.08 "," 187,873.03 "," 35,789,242.74 "," 4,913,442.17 "
SOUTHERN STAR," 123,123,730.94 "," 212,897,093.70 "," 926,230,870.80 "," 1,244,932,890.69 "," 120,721,146.03 "," 169,728,569.10 "," 889,843,233.85 "," 255,285,866.74 "," 9,651,292.61 "," 186,387,630.70 "," 424,346,589.22 "
STAKE KENYA," 3,379,050.00 "," 151,271.68 "," 119,855,722.56 "," 229,897,371.12 "," 17,750,131.83 "," 44,748,625.08 "," 148,260,330.30 "," 151,271.68 "," 4,952,001.05 "," 29,418,017.49 "," 17,271,118.11 "
STAWISHA," 11,995,429.00 "," 23,209,448.86 "," 206,555,660.46 "," 274,236,568.19 "," 21,897,516.00 "," 62,072,280.99 "," 184,484,867.65 "," 35,204,877.86 "," 15,001,567.57 "," 47,456,571.25 "," 8,994,193.00 "
STIMA DT," 968,638,210.80 "," 5,216,994,311.49 "," 35,129,023,497.67 "," 41,545,544,560.51 "," 1,225,014,163.34 "," 4,810,778,347.57 "," 31,188,264,125.33 "," 5,634,165,036.52 "," 1,602,402,009.47 "," 5,871,197,764.08 "," 1,423,872,194.62 "
SULUHU," 5,856,604.00 "," 77,599,023.80 "," 724,542,882.27 "," 894,910,512.86 "," 52,448,096.88 "," 110,961,741.48 "," 581,839,300.68 "," 77,599,023.80 "," 85,302,191.97 "," 155,592,170.08 "," 7,426,658.04 "
SUPA ," 728,708.00 "," 95,054,710.00 "," 431,144,296.00 "," 523,104,817.00 "," 29,322,781.00 "," 70,064,100.00 "," 424,100,259.00 "," 95,054,710.00 "," 26,857,442.96 "," 62,022,323.00 "," 16,519,701.66 "
TABASAMU," 29,697,439.46 "," 130,055,916.90 "," 387,519,764.25 "," 823,976,833.93 "," 61,356,757.21 "," 165,044,119.43 "," 536,639,675.11 "," 146,524,921.36 "," 44,945,461.81 "," 142,027,495.74 "," 18,556,455.92 "
TABASURI," 31,740,889.81 "," 80,004,933.98 "," 311,439,484.26 "," 421,622,136.24 "," 36,969,609.70 "," 53,167,583.98 "," 286,586,819.94 "," 96,314,091.79 "," 13,417,422.75 "," 60,538,270.27 "," 63,517,636.18 "
TAI," 25,411,919.00 "," 712,021,537.38 "," 2,225,304,760.31 "," 3,128,172,825.59 "," 277,097,288.45 "," 693,846,175.16 "," 2,128,444,004.66 "," 722,071,537.38 "," 87,632,225.13 "," 491,913,974.86 "," 754,216,025.60 "
TAIFA ," 134,759,479.75 "," 1,142,019,564.72 "," 2,079,219,466.89 "," 3,595,909,938.79 "," 252,723,353.52 "," 847,033,519.00 "," 2,711,738,235.19 "," 1,276,779,044.47 "," 104,757,631.12 "," 460,204,225.23 "," 132,088,126.76 "
TAQWA," 11,168.00 "," 407,135,527.04 "," 955,900,858.57 "," 1,372,700,619.22 "," 24,588,150.17 "," 137,937,961.00 "," 1,227,536,957.12 "," 407,146,695.04 "," 7,225,701.40 "," 32,413,219.27 "," 106,859,499.01 "
TARAJI SAVINGS," 50,600,204.18 "," 62,562,837.43 "," 209,919,480.85 "," 682,457,793.70 "," 39,697,146.64 "," 41,686,760.65 "," 464,659,270.00 "," 85,699,408.61 "," 4,745,635.51 "," 69,794,739.00 "," 13,677,201.36 "
TELEPOST," 824,243,349.00 "," 88,786,605.71 "," 309,992,218.00 "," 1,217,128,950.44 "," 43,116,431.62 ","-1,033,082,900.82 "," 452,779,041.16 "," 88,786,605.71 "," 165,884,213.13 "," 221,297,917.76 "," 146,332,751.25 "
TEMBO," 216,687.40 "," 781,567.35 "," 2,564,682.81 "," 3,628,251.46 "," 70,255.34 "," 373,603.18 "," 2,514,498.70 "," 792,538.26 "," 110,537.62 "," 481,966.13 "," 149,124,489.45 "
TENHOS ," 1,299,518.00 "," 28,640,632.47 "," 194,806,412.00 "," 319,110,397.34 "," 34,457,821.81 "," 75,158,760.84 "," 189,266,933.23 "," 28,640,632.47 "," 25,885.09 "," 49,290,598.40 "," 19,367,363.21 "
THAMANI," 2,538,278.50 "," 291,476,661.62 "," 297,168,176.86 "," 624,670,041.93 "," 65,956,177.60 "," 120,254,279.81 "," 407,354,550.46 "," 294,014,940.12 "," 1,263,277.55 "," 96,608,702.49 "," 91,908,858.86 "
THE APPLE," 11,253,872.45 "," 18,181,048.29 "," 60,449,889.30 "," 90,010,906.66 "," 13,119,920.80 "," 34,217,215.65 "," 42,969,469.79 "," 25,844,140.74 "," 5,924,306.49 "," 20,320,045.22 "," 26,804,678.31 "
THE NOBLE," 114,206,317.00 "," 326,930,051.00 "," 2,021,303,439.00 "," 2,569,813,777.10 "," 199,505,818.40 "," 436,268,385.00 "," 1,936,963,996.00 "," 440,921,868.00 "," 44,779,786.06 "," 441,561,138.42 "," 160,878,780.90 "
TIMES U," 1,666,216.00 "," 128,636,060.09 "," 662,331,421.78 "," 806,578,176.08 "," 79,221,675.37 "," 126,720,357.62 "," 575,885,581.34 "," 128,636,060.09 "," 12,789,785.85 "," 131,501,425.76 "," 182,623,492.70 "
TOWER ," 159,116,013.85 "," 1,147,461,778.51 "," 12,404,851,362.96 "," 13,904,817,058.07 "," 418,930,341.65 "," 1,529,954,160.24 "," 10,631,364,001.99 "," 1,235,446,356.51 "," 386,219,191.30 "," 2,069,284,973.80 "," 418,449,126.22 "
TRANS NATION," 95,470,902.19 "," 413,327,710.77 "," 6,242,188,381.74 "," 6,620,553,147.72 "," 371,160,514.79 "," 758,403,420.46 "," 4,800,648,323.34 "," 453,327,710.77 "," 207,836,968.65 "," 1,235,689,390.25 "," 437,029,131.00 "
TRANS NATIONAL TIMES," 285,174,657.95 "," 142,635,758.63 "," 1,014,530,453.57 "," 1,843,449,098.60 "," 137,676,993.09 "," 252,521,859.08 "," 1,148,547,666.87 "," 427,810,416.58 "," 22,243,839.80 "," 247,552,357.97 "," 38,597,537.37 "
TRANSCOUNTIES," 4,219,411.40 "," 81,473,385.95 "," 117,921,272.40 "," 196,563,106.15 "," 17,309,536.32 "," 36,744,898.18 "," 142,919,972.01 "," 81,473,385.95 "," 5,392,259.45 "," 24,121,883.47 "," 27,311,635.96 "
TRANS-ELITE COUNTY," 499,550,998.00 "," 87,935,100.00 "," 620,861,411.00 "," 1,484,798,139.00 "," 32,578,538.00 "," 215,594,668.00 "," 679,488,581.00 "," 585,564,432.00 "," 53,346,027.00 "," 178,058,835.00 "," 62,095,987.30 "
UCHONGAJI ," 544,417.00 "," 13,132,344.41 "," 41,166,493.64 "," 39,001,941.78 "," 4,793,168.90 ","-7,619,719.02 "," 39,883,606.43 "," 13,132,344.41 ","-1,368,421.62 "," 4,015,441.46 "," 18,368,243.33 "
UFANISI DT," 18,592,334.00 "," 47,450,627.00 "," 262,962,476.00 "," 330,690,607.00 "," 19,368,319.00 "," 44,385,534.00 "," 239,991,098.00 "," 64,582,561.00 "," 9,325,195.00 "," 49,244,233.00 "," 5,295,277.65 "
UKRISTO NA UFANISI," 15,677,321.64 "," 205,502,466.79 "," 1,459,687,203.84 "," 1,534,777,746.33 "," 101,063,163.07 "," 215,586,588.88 "," 1,397,885,437.92 "," 205,814,753.79 "," 51,138,881.29 "," 196,867,982.45 "," 321,687,971.00 "
UKULIMA," 361,476,958.41 "," 346,471,130.58 "," 10,493,810,092.38 "," 12,837,693,641.36 "," 585,573,471.25 "," 1,683,662,466.54 "," 9,123,135,756.74 "," 697,884,799.24 "," 870,091,237.72 "," 1,556,938,288.93 "," 438,732,938.72 "
UNAITAS," 519,522,979.67 "," 1,039,828,863.20 "," 14,089,585,763.36 "," 16,660,574,509.51 "," 1,239,560,729.02 "," 4,851,459,090.88 "," 8,920,046,208.93 "," 1,365,759,960.20 "," 720,267,590.67 "," 2,386,168,481.49 "," 1,172,042,785.04 "
UNI-COUNTY," 540,356.95 "," 27,761,866.93 "," 54,715,717.86 "," 109,209,706.37 "," 8,543,901.52 "," 20,035,046.46 "," 80,367,737.85 "," 27,761,866.93 "," 5,790,588.01 "," 15,228,859.84 "," 247,686.85 "
UNISON," 5,171,180.00 "," 310,875,336.01 "," 3,768,652,260.98 "," 4,326,148,944.60 "," 203,719,584.22 "," 339,220,858.25 "," 3,082,989,501.23 "," 316,046,516.01 "," 101,540,884.29 "," 617,509,611.75 "," 53,284,246.96 "
UNITED NATIONS," 23,901,430.56 "," 5,697,207,831.90 "," 8,437,444,898.10 "," 14,123,575,377.90 "," 198,517,465.01 "," 2,062,089,529.25 "," 10,668,158,061.42 "," 5,697,207,831.90 "," 435,617,475.47 "," 1,605,599,880.79 "," 265,189,383.94 "
UNIVERSAL TRADERS," 24,144,223.00 "," 109,385,391.68 "," 1,165,627,941.59 "," 1,306,278,296.36 "," 117,837,268.03 "," 267,193,502.93 "," 743,777,365.61 "," 109,385,391.68 "," 48,332,936.15 "," 220,160,768.31 "," 149,348,058.03 "
USHURU," 90,423,238.00 "," 1,059,655,350.07 "," 3,276,566,401.40 "," 4,850,509,212.10 "," 74,141,125.07 "," 443,829,736.88 "," 3,863,335,049.60 "," 1,114,789,432.07 "," 393,201,391.90 "," 482,290,216.92 "," 40,931,075.95 "
VIHIGA COUNTY," 514,224.00 "," 24,760,789.00 "," 21,773,360.00 "," 55,742,755.00 "," 12,457,531.00 "," 20,929,832.00 "," 32,501,440.00 "," 24,760,789.00 "," 1,356,635.00 "," 15,011,404.00 "," 3,691,566.05 "
VIKTAS," 29,600,998.00 "," 17,025,095.08 "," 232,258,344.00 "," 76,721,888.40 "," 19,734,114.48 "," 40,180,621.87 "," 42,490,600.72 "," 41,503,636.35 "," 21,114,089.79 "," 45,148,732.55 "," 17,247,923.18 "
VISION AFRICA," 293,020.64 "," 40,684,213.06 "," 367,645,848.98 "," 424,513,323.30 "," 32,422,726.60 "," 84,051,405.56 "," 298,782,621.35 "," 40,684,213.06 "," 19,210,015.57 "," 63,720,139.64 "," 9,257,302.02 "
VISION POINT," 26,606,943.80 "," 202,868,480.24 "," 257,405,749.04 "," 569,532,855.95 "," 166,375,514.04 "," 73,988,621.24 "," 412,664,419.50 "," 202,868,480.24 ","-63,188,071.06 "," 132,281,336.64 "," 21,034,234.52 "
WAKENYA PAMOJA," 149,932,859.45 "," 349,638,479.00 "," 792,405,790.61 "," 1,536,611,607.33 "," 254,256,614.36 "," 376,103,504.97 "," 797,525,915.13 "," 349,638,479.00 "," 13,165,916.13 "," 379,359,296.32 "," 315,977,733.25 "
WAKULIMA COMMERCIAL," 56,334,789.57 "," 62,533,131.97 "," 478,432,629.21 "," 616,262,506.14 "," 32,522,663.20 "," 104,990,635.56 "," 432,703,447.34 "," 111,318,051.54 "," 37,002,271.62 "," 88,285,959.54 "," 54,696,732.39 "
WANAANGA," 21,245,366.40 "," 222,352,577.27 "," 949,157,336.43 "," 1,305,864,096.85 "," 56,740,499.77 "," 161,379,240.60 "," 1,054,850,300.68 "," 222,352,577.27 "," 1,699,145.60 "," 187,359,651.50 "," 47,204,307.78 "
WANANCHI," 484,770,302.48 "," 156,713,109.57 "," 766,445,318.70 "," 1,362,879,984.78 "," 139,380,216.77 ","-189,334,086.07 "," 946,509,321.55 "," 156,713,109.57 "," 27,034,599.96 "," 221,996,856.54 "," 200,179,087.47 "
WANANDEGE," 15,412,540.00 "," 143,568,279.49 "," 959,859,811.94 "," 1,434,350,005.48 "," 97,608,247.53 "," 246,657,481.68 "," 1,098,300,749.04 "," 143,568,279.49 "," 68,045,967.51 "," 179,593,203.13 "," 89,254,685.26 "
WASHA," 16,738,064.40 "," 31,396,382.98 "," 207,093,162.25 "," 254,274,326.56 "," 13,759,015.06 "," 27,448,717.04 "," 198,727,844.19 "," 44,005,489.08 "," 4,587,563.62 "," 41,127,654.90 "," 9,612,334.14 "
WAUMINI," 42,221,589.80 "," 846,541,816.66 "," 4,256,163,152.79 "," 5,213,917,184.06 "," 168,819,628.59 "," 688,168,839.69 "," 4,105,219,971.24 "," 846,541,816.66 "," 378,568,189.65 "," 655,668,701.87 "," 611,051,981.79 "
WEVARSITY," 738,244.00 "," 13,176,981.26 "," 378,392,943.14 "," 445,918,701.75 "," 32,405,720.91 "," 73,108,136.71 "," 296,968,011.89 "," 13,176,981.26 "," 4,840,955.22 "," 74,780,320.47 "," 9,632,724.18 "
WINAS," 71,776,556.68 "," 559,956,007.64 "," 7,048,005,091.06 "," 7,131,461,427.02 "," 219,029,097.08 "," 1,959,413,818.44 "," 4,350,777,417.05 "," 631,732,564.32 "," 73,357,367.18 "," 1,287,550,802.13 "," 123,894,400.89 "
YETU," 108,417,035.00 "," 1,226,316,816.57 "," 2,983,656,625.90 "," 4,191,430,652.37 "," 152,230,345.23 "," 943,214,689.98 "," 2,600,095,208.40 "," 1,296,316,816.57 "," 173,259,567.95 "," 526,193,190.76 "," 678,539,171.00 "
