NAME OF THE SACCO, FINANCIAL INVESTMENT  , CASH & CASH EQUIVALENT , GROSS LOAN , TOTAL ASSETS , TOTAL EXPENSE , CORE CAPITAL , TOTAL DEPOSIT , LIQUID ASSET , Net Income , TOTAL REVENUE , NPL 
TAQWA,"11,168.00","303,512,303.58","885,622,332.20","1,204,913,068.13","16,199,338.46","110,318,961.78","1,094,594,106.35","303,523,471.58","10,103,446.76","28,187,843.22","182,910,330.80"
TARAJI SAVINGS,"61,047,473.00","22,302,815.89","177,706,636.00","656,304,092.58","35,327,509.99","44,591,171.37","419,438,854.00","55,634,926.89","4,065,407.91","63,586,181.64","13,477,211.96"
TELEPOST,"745,987,295.05","93,472,352.23","304,553,540.74","1,178,118,647.39","65,908,731.49","-962,969,309.87","482,523,522.01","93,472,352.23","108,353,332.37","209,325,175.92","171,825,838.10"
TEMBO,"213,823.32","571,717.87","2,218,233.37","3,122,217.10","62,963.32","436,159.97","2,157,030.48","579,811.80","115,469.62","430,583.41","26,287,527.33"
TENHOS ,"13,135,776.50","26,131,168.20","223,350,939.05","350,835,234.73","34,034,844.18","82,470,169.90","206,608,736.03","39,266,944.70","6,722,331.81","54,316,059.89","16,966,619.15"
THAMANI,"2,538,278.50","250,527,707.21","307,257,195.34","589,051,006.37","58,485,172.01","117,483,719.03","384,838,244.64","253,065,985.71","9,694,860.35","93,051,675.94","121,926,394.83"
THE APPLE,"10,212,254.53","12,003,180.89","65,705,845.53","89,577,791.78","11,823,091.50","36,085,116.51","41,478,273.71","18,624,655.42","6,214,440.94","19,868,187.44","5,151,762.19"
THE NOBLE,"128,561,838.00","278,798,892.54","1,812,624,353.72","2,281,461,411.20","179,295,168.21","260,954,301.04","1,720,213,572.09","297,762,153.54","38,049,664.60","405,275,980.68","64,334,587.71"
TIMES U,"1,616,216.00","109,600,018.14","629,971,782.92","760,029,546.75","80,475,190.26","106,686,874.23","538,810,213.93","109,600,018.14","13,170,987.32","141,844,214.63","146,025,910.24"
TOWER ,"148,319,687.00","1,245,856,543.00","9,575,951,057.95","11,232,397,247.95","366,107,834.96","1,409,881,131.20","8,628,956,118.59","1,325,842,522.00","122,080,667.17","1,590,543,114.93","343,770,175.00"
TRANS NATION,"47,989,991.62","313,179,990.99","4,612,366,367.71","5,103,762,884.92","331,771,534.51","779,412,144.56","3,747,778,350.20","313,179,990.99","103,371,598.46","975,305,714.22","344,726,356.00"
TRANS NATIONAL TIMES,"218,554,560.30","126,161,087.15","942,301,769.11","1,614,563,729.30","117,105,600.50","232,840,919.88","1,023,936,380.48","344,715,647.45","13,244,529.49","256,532,838.08",
TRANSCOUNTIES,"4,381,665.40","74,359,768.83","106,670,567.94","175,285,243.16","14,518,876.02","34,889,978.52","127,963,366.92","74,359,768.83","4,699,397.42","21,996,080.04","27,623,606.96"
TRANS-ELITE COUNTY,"59,201,442.00","88,134,342.00","558,724,369.00","1,033,500,331.00","31,012,615.00","166,024,680.00","638,586,021.00","88,134,342.00","54,777,198.00","169,689,489.00","68,422,078.00"
UCHONGAJI ,"544,417.00","14,604,307.58","41,303,109.00","42,731,987.61","6,125,503.30","27,474,710.77","42,685,014.10","14,604,307.58","88,325.04","6,802,427.34","8,692,947.34"
UFANISI DT,"2,821,829.00","41,990,416.00","218,879,559.00","266,835,898.00","20,912,947.00","46,033,503.00","203,511,956.00","43,571,356.00","6,707,995.00","43,419,693.00","3,398,396.00"
UKRISTO NA UFANISI,"3,827,321.64","90,288,456.31","1,750,807,084.48","1,705,398,525.53","120,273,296.59","395,916,960.52","1,380,086,678.78","90,600,743.31","74,692,788.42","213,360,484.26","353,564,094.00"
UKULIMA,"279,677,701.50","472,711,823.16","9,636,189,402.62","11,896,228,658.29","555,590,412.86","2,403,201,058.32","8,418,337,524.34","742,355,649.41","861,147,089.99","1,466,113,986.31","417,343,100.24"
UNAITAS,"296,802,882.00","1,466,365,048.00","11,504,920,648.00","13,958,998,702.00","667,691,420.00","5,136,003,398.00","8,049,485,031.00","1,566,520,448.00","1,174,311,188.46","2,051,952,687.46","694,691,686.00"
UNI-COUNTY,"537,267.55","18,565,189.81","58,095,066.65","105,922,948.05","9,535,070.61","25,618,236.20","73,627,256.69","18,565,189.81","6,800,148.51","17,088,828.71","80,132.17"
UNISON,"5,071,180.00","229,791,092.05","3,348,711,589.21","3,810,156,912.23","194,487,769.72","299,625,813.08","2,722,307,158.29","234,862,272.05","73,561,051.38","565,739,979.57","32,641,147.15"
UNITED NATIONS,"25,153,615.16","4,419,663,732.20","8,491,477,444.30","12,719,040,310.18","233,911,544.65","2,172,511,139.91","9,679,903,034.20","4,419,663,732.20","252,434,241.21","1,514,257,365.99","362,771,308.24"
UNIVERSAL TRADERS,"13,741,803.00","132,070,557.17","1,038,598,621.13","1,166,452,263.25","117,872,926.19","266,228,587.29","704,170,213.57","132,070,557.17","53,723,284.31","196,105,854.79","124,210,064.24"
USHURU,"90,323,238.00","638,425,739.00","3,087,366,072.00","4,249,442,278.00","86,381,078.00","404,208,367.00","3,422,840,210.00","693,459,821.00","301,254,185.00","445,469,340.00","44,442,473.00"
VIHIGA COUNTY,"548,684.00","24,507,464.00","15,772,540.00","50,559,943.00","13,494,251.00","20,250,960.00","28,455,039.00","24,507,464.00","858,454.00","15,363,000.00","4,558,081.00"
VIKTAS,"8,249,080.08","42,411,495.31","183,825,784.60","74,808,366.83","18,972,202.57","68,367,181.26","35,817,339.61","46,826,159.85","13,654,702.95","35,334,760.92","10,093,070.57"
VISION AFRICA,"221,000.00","42,752,065.18","262,265,500.40","318,291,237.61","32,180,376.03","80,674,681.56","232,949,615.07","42,752,065.18","8,551,287.78","49,650,247.19","30,256,870.96"
VISION POINT,"26,606,943.80","148,765,355.04","284,130,438.09","529,242,384.87","152,712,443.28","93,301,156.42","365,982,311.99","148,765,355.04","-58,833,264.60","118,115,242.91","25,477,893.51"
WAKENYA PAMOJA,"149,849,108.17","296,467,859.83","816,029,382.32","1,562,684,248.42","245,281,926.16","396,504,702.10","780,210,219.81","296,467,859.83","40,588,659.28","432,588,549.05","244,624,666.28"
WAKULIMA COMMERCIAL,"62,620,828.32","30,740,763.24","461,329,343.49","553,674,120.45","34,304,413.90","122,746,048.11","378,578,502.40","85,811,721.56","30,727,502.18","92,943,098.60","36,332,080.74"
WANAANGA,"21,245,366.40","179,937,085.66","930,977,914.57","1,238,759,965.06","59,661,992.30","148,969,403.67","1,000,081,697.21","179,937,085.66","755,365.07","183,694,402.22","30,672,826.68"
WANANCHI,"252,118,886.95","297,707,204.23","769,869,725.38","1,286,715,578.82","142,023,141.47","33,070,476.75","908,933,231.12","297,707,204.23","21,945,690.34","220,249,674.22","167,018,087.34"
WANANDEGE,"15,412,540.00","133,646,931.00","1,045,003,918.17","1,528,587,772.00","101,091,870.71","240,212,970.00","1,189,504,524.00","133,646,931.00","97,543,116.78","230,538,659.32","96,624,735.40"
WASHA,"14,638,757.86","20,411,323.05","178,496,865.76","217,026,452.12","12,363,126.08","25,796,228.04","173,552,285.83","31,103,605.01","4,152,765.85","32,741,832.13","7,359,555.84"
WAUMINI,"2,221,589.80","496,622,533.32","4,210,797,964.81","4,870,859,019.41","136,824,694.67","1,021,636,471.29","3,771,618,943.21","496,622,533.32","421,670,847.49","611,784,615.00","478,809,720.88"
WEVARSITY,"688,244.00","34,670,111.18","320,694,700.62","405,668,045.05","24,956,359.25","73,182,906.43","219,532,499.43","34,670,111.18","7,392,030.59","70,226,588.94","16,132,981.64"
WINAS,"41,645,091.75","531,351,238.52","5,984,213,152.99","6,203,011,943.27","195,494,228.56","1,705,585,060.53","3,813,737,474.19","572,996,330.27","131,918,219.90","1,100,374,346.25","58,738,284.96"
YETU,"38,417,035.00","1,066,133,867.03","2,700,721,659.71","3,706,122,482.67","165,227,020.25","932,914,954.46","2,347,338,827.36","1,066,133,867.03","44,750,557.81","486,370,860.72","605,394,443.97"
