NAME OF THE SACCO, FINANCIAL INVESTMENT  , CASH & CASH EQUIVALENT , GROSS LOAN , TOTAL ASSETS , TOTAL EXPENSE , CORE CAPITAL , TOTAL DEPOSIT , LIQUID ASSET , Net Income , TOTAL REVENUE , NPL 
NUFAIKA ," 4,829,469.00 "," 11,547,001.47 "," 110,499,344.26 "," 139,172,792.61 "," 9,205,498.22 "," 28,476,423.40 "," 99,785,302.21 "," 11,547,001.47 "," 11,581,167.58 "," 25,091,741.30 "," 6,013,223.71 "
NYALA VISION," 110,000.00 "," 98,784,172.00 "," 226,222,450.99 "," 345,056,459.41 "," 30,888,387.20 "," 61,091,787.22 "," 387,843,645.65 "," 98,784,172.00 "," 33,503,948.23 "," 62,367,977.93 "," 12,507,825.62 "
NYAMBENE ARIMI," 4,363,567.55 "," 60,813,873.34 "," 149,907,954.07 "," 223,181,857.91 "," 35,095,729.17 "," 66,082,048.44 "," 146,627,821.84 "," 60,813,873.34 "," 8,026,204.58 "," 48,334,559.19 "," 79,530,507.38 "
NYAMIRA TEA FARMERS," 30,044,506.00 "," 70,692,078.59 "," 146,004,009.87 "," 352,336,620.74 "," 28,748,513.91 "," 32,316,106.64 "," 139,807,341.07 "," 70,692,078.59 ","-7,530,538.47 "," 41,144,377.70 "," 45,608,683.69 "
NYATI," 8,725,138.17 "," 132,345,394.18 "," 2,310,952,337.85 "," 2,594,901,152.46 "," 124,539,845.28 "," 514,852,521.91 "," 1,847,817,442.49 "," 134,409,101.35 "," 92,956,002.13 "," 427,194,915.73 "," 23,945,966.79 "
OLLIN," 194,147,185.19 "," 737,682,680.64 "," 3,081,671,273.95 "," 3,922,459,862.84 "," 176,468,049.30 "," 422,648,857.19 "," 2,508,083,812.42 "," 737,682,680.64 "," 42,616,951.04 "," 510,488,024.54 "," 20,137,324.55 "
ORIENT," 15,107,542.00 "," 4,652,795.01 "," 121,552,452.19 "," 768,943,811.97 "," 21,759,499.34 ","-50,387,284.37 "," 465,190,226.41 "," 15,724,487.01 ","-44,318,428.01 "," 31,022,443.60 "," 46,409,454.21 "
PATNAS ," 24,230,840.00 "," 78,421,274.03 "," 68,793,951.40 "," 294,986,870.05 "," 56,863,342.50 "," 46,774,626.34 "," 152,609,066.01 "," 78,548,774.03 "," 8,801,775.11 "," 89,674,544.45 "," 20,558,108.01 "
PRIME-TIME," 35,577,281.37 "," 79,350,757.97 "," 316,822,045.54 "," 666,219,332.58 "," 31,181,968.39 "," 75,466,605.62 "," 521,232,173.75 "," 106,408,645.34 "," 9,590,532.77 "," 76,092,728.76 "," 9,551,060.84 "
PUAN ," 7,426,600.00 "," 26,235,427.00 "," 243,859,613.00 "," 307,109,197.00 "," 16,583,171.00 "," 31,529,440.00 "," 197,548,909.00 "," 26,235,427.00 "," 2,105,351.00 "," 34,845,444.00 "," 4,706,872.00 "
QWETU," 133,082,076.12 "," 198,671,774.62 "," 1,255,657,141.24 "," 1,575,102,016.44 "," 151,248,740.64 "," 208,053,290.66 "," 1,096,546,294.38 "," 331,753,850.74 "," 24,430,358.32 "," 303,468,129.12 "," 108,341,901.29 "
RACHUONYO TEACHERS," 6,367,000.00 "," 17,902,158.00 ", -   ," 34,520,899.00 "," 6,243,922.00 "," 10,367,595.20 "," 104,410,076.00 "," 17,902,158.00 "," 2,737,496.00 "," 12,892,010.00 ", -   
SAFARICOM," 68,207,585.00 "," 228,455,522.00 "," 4,647,452,150.00 "," 5,171,847,974.00 "," 73,546,337.00 "," 1,010,059,514.00 "," 4,094,243,549.00 "," 268,961,686.00 "," 386,260,369.00 "," 510,760,066.00 "," 199,490,694.42 "
SHERIA," 29,727,731.60 "," 197,793,225.93 "," 4,312,770,673.03 "," 4,922,108,360.71 "," 201,980,264.01 "," 722,073,087.28 "," 3,528,855,927.45 "," 197,793,225.93 "," 31,563,014.19 "," 590,000,549.62 "," 335,711,924.67 "
SHIRIKA DT," 15,011,014.38 "," 346,995,833.40 "," 1,818,486,692.05 "," 2,306,448,720.34 "," 228,888,491.19 "," 277,807,885.93 "," 1,818,743,220.00 "," 346,995,833.40 "," 24,746,317.96 "," 263,973,440.33 "," 76,982,266.97 "
SHOPPERS," 31,808,345.40 "," 165,887,201.23 "," 1,382,492,485.00 "," 1,901,073,240.06 "," 172,996,295.51 "," 423,975,469.95 "," 1,230,326,948.87 "," 165,887,201.23 "," 37,544,732.09 "," 316,876,330.51 "," 382,565,787.10 "
SIMBA CHAI," 10,316,584.00 "," 146,990,162.16 "," 1,102,148,999.90 "," 1,355,610,844.75 "," 31,013,839.24 "," 243,357,228.05 "," 750,976,687.88 "," 146,990,162.16 "," 35,984,345.81 "," 173,787,317.87 "," 9,437,738.00 "
SIRAJI," 101,856.00 "," 24,135,967.80 "," 251,742,917.19 "," 347,150,467.97 "," 42,867,304.44 "," 76,891,685.75 "," 238,545,137.28 "," 24,135,967.80 "," 21,674,073.90 "," 74,342,058.36 "," 16,581,710.81 "
SKYLINE," 7,745,497.00 "," 121,504,008.04 "," 785,700,700.70 "," 1,110,430,884.27 "," 80,262,352.71 "," 174,178,283.45 "," 871,836,162.73 "," 121,504,008.04 "," 54,070,140.95 "," 159,556,988.75 "," 99,370,395.19 "
SMART CHAMPION," 12,357,221.57 "," 53,492,636.89 "," 184,956,056.16 "," 259,185,638.50 "," 13,839,201.49 "," 42,379,337.06 "," 126,014,728.07 "," 53,492,636.89 "," 5,746,449.07 "," 37,012,691.67 "," 15,133,146.57 "
SMARTLIFE DT," 34,420,667.00 "," 6,324,260.00 "," 823,147,419.00 "," 934,337,114.00 "," 31,262,849.00 "," 142,211,536.00 "," 592,231,809.00 "," 22,866,615.00 "," 16,603,963.00 "," 98,182,841.00 "," 16,462,948.00 "
SOLUTION," 271,828,335.30 "," 386,285,732.56 "," 2,986,675,535.83 "," 3,828,824,016.82 "," 219,598,877.37 "," 690,700,796.15 "," 2,599,449,256.27 "," 658,114,067.86 "," 264,147,290.28 "," 547,968,653.54 "," 132,898,018.38 "
SOTICO," 40,449,810.00 "," 17,087,314.37 "," 116,495,285.00 "," 188,030,453.04 "," 14,924,388.00 ","-14,453,678.00 "," 107,269,025.00 "," 17,087,314.37 "," 93,322.92 "," 27,322,938.78 "," 8,104,438.65 "
SOUTHERN STAR," 88,558,432.50 "," 177,417,732.89 "," 667,276,964.27 "," 1,065,709,828.20 "," 93,071,728.93 "," 103,030,970.45 "," 760,730,287.50 "," 203,398,437.04 "," 10,246,476.27 "," 171,730,556.61 "," 140,005,551.44 "
STAKE KENYA," 2,929,050.00 "," 31,660,688.87 "," 110,227,422.18 "," 190,526,463.31 "," 16,435,677.20 "," 31,467,029.70 "," 134,049,015.72 "," 31,660,688.87 "," 9,619,234.67 "," 28,479,834.51 "," 7,168,550.30 "
STAWISHA," 7,192,330.00 "," 22,740,897.05 "," 130,830,329.51 "," 194,965,103.22 "," 16,889,588.50 "," 44,864,415.17 "," 130,424,186.77 "," 29,933,227.05 ", 0.48 ," 31,170,997.46 "," 8,134,946.00 "
STIMA DT," 806,826,640.19 "," 2,429,948,160.15 "," 23,206,279,996.94 "," 27,576,732,613.40 "," 995,225,345.65 "," 2,294,367,900.07 "," 21,844,724,841.81 "," 2,612,150,520.87 "," 35,812,502.60 "," 3,901,739,575.81 "," 2,332,371,499.42 "
SUKARI," 99,557,714.88 "," 70,484,854.46 "," 508,413,117.10 "," 855,964,553.46 "," 56,610,082.94 "," 16,235,207.86 "," 476,476,504.58 "," 88,020,213.26 ","-8,043,346.70 "," 57,948,024.65 "," 76,712,100.30 "
SULUHU," 4,926,604.00 "," 49,602,451.41 "," 412,982,218.73 "," 522,158,126.10 "," 35,345,338.00 "," 96,662,781.77 "," 338,574,646.42 "," 49,602,451.41 "," 44,025,171.77 "," 95,201,445.63 "," 15,412,031.93 "
SUPA ," 628,708.00 "," 48,362,775.00 "," 276,946,432.10 "," 326,770,572.00 "," 22,517,925.98 "," 51,933,530.00 "," 272,000,097.00 "," 48,362,775.00 "," 10,735,555.02 "," 38,247,526.00 "," 12,215,144.14 "
TABASAMU," 11,305,290.50 "," 84,214,624.97 "," 214,023,039.15 "," 604,346,661.12 "," 35,744,625.12 "," 94,605,181.43 "," 379,404,011.58 "," 84,214,624.97 "," 13,780,856.14 "," 75,292,714.06 "," 12,271,649.82 "
TABASURI," 30,219,968.00 "," 25,494,451.32 "," 286,424,510.44 "," 336,226,155.95 "," 34,422,867.70 "," 35,553,328.21 "," 243,951,873.17 "," 45,415,747.32 "," 7,859,759.74 "," 49,979,621.60 "," 25,146,489.00 "
TAI," 35,479,057.00 "," 561,012,674.17 "," 1,402,022,904.42 "," 2,101,289,917.58 "," 190,780,610.78 "," 455,662,567.65 "," 1,310,022,508.60 "," 571,258,423.17 "," 22,246,355.09 "," 288,763,765.60 "," 81,233,651.35 "
TAIFA ," 112,662,614.76 "," 662,521,774.77 "," 1,624,101,285.47 "," 2,669,990,274.48 "," 270,165,924.01 "," 630,237,840.65 "," 2,089,345,496.21 "," 775,184,389.53 "," 60,943,520.78 "," 419,663,883.78 "," 101,565,174.28 "
TAQWA," 11,168.00 "," 89,982,489.68 "," 560,023,961.24 "," 665,627,112.48 "," 10,896,386.33 "," 67,370,643.48 "," 598,256,469.00 "," 89,993,657.68 "," 9,042,451.48 "," 21,188,337.81 "," 8,257,396.75 "
TARAJI SAVINGS," 51,902,213.13 "," 9,483,560.94 "," 189,377,661.66 "," 431,050,498.83 "," 31,802,968.71 "," 52,689,442.45 "," 263,741,836.00 "," 39,281,533.07 "," 1,093,720.78 "," 51,583,606.01 "," 2,289,194.16 "
TELEPOST," 102,751,049.00 "," 79,536,670.00 "," 338,865,629.82 "," 882,224,522.01 "," 51,841,989.55 ","-64,358,310.86 "," 536,277,733.29 "," 79,536,670.00 ","-36,709,418.26 "," 71,100,728.30 "," 44,388,865.45 "
TEMBO," 198,838.91 "," 289,998.95 "," 1,513,132.14 "," 2,073,005.40 "," 43,081.57 "," 272,896.15 "," 1,415,823.30 "," 309,659.05 "," 56,444.88 "," 271,402.17 "," 59,164,707.10 "
TENHOS ," 12,455,110.56 "," 40,376,715.67 "," 180,519,372.85 "," 312,893,182.32 "," 26,493,873.15 "," 100,035,336.57 "," 190,544,760.93 "," 51,560,684.23 "," 9,760,580.87 "," 50,981,720.61 "," 10,629,490.85 "
THAMANI," 2,538,278.50 "," 182,022,916.45 "," 292,299,747.20 "," 502,232,803.72 "," 51,884,893.14 "," 107,852,546.52 "," 343,496,080.80 "," 184,561,194.95 "," 5,389,338.40 "," 89,360,431.48 "," 29,184,992.24 "
THE APPLE," 5,697,385.88 "," 9,619,613.26 "," 44,109,403.97 "," 67,076,571.57 "," 7,293,210.20 "," 25,401,702.99 "," 33,648,641.02 "," 15,316,999.14 "," 5,313,596.62 "," 13,806,806.82 "," 2,375,788.93 "
THE NOBLE," 144,386,639.30 "," 91,084,125.80 "," 1,360,932,409.90 "," 1,703,701,456.66 "," 103,352,585.84 "," 305,047,592.17 "," 1,296,851,088.70 "," 147,883,489.10 "," 156,637,868.61 "," 276,366,160.79 "," 67,224,972.73 "
TIMES U," 2,236,216.00 "," 72,143,738.10 "," 397,961,962.24 "," 499,948,437.58 "," 58,005,724.50 "," 53,181,012.01 "," 395,142,987.72 "," 72,143,738.10 "," 809,715.21 "," 86,620,264.04 "," 78,436,659.98 "
TOWER ," 120,311,245.85 "," 788,873,349.00 "," 5,666,238,545.00 "," 6,652,981,522.85 "," 212,892,339.00 "," 910,378,238.15 "," 5,120,287,444.00 "," 861,827,225.00 "," 179,092,020.00 "," 908,187,914.00 "," 163,285,063.00 "
TRANS NATION," 33,256,847.45 "," 238,089,085.98 "," 3,034,559,148.78 "," 3,464,778,459.48 "," 223,097,797.01 "," 484,518,197.64 "," 2,471,526,806.20 "," 238,089,085.98 "," 39,906,065.44 "," 604,460,375.74 "," 1,005,965.37 "
TRANS NATIONAL TIMES," 140,843,423.00 "," 128,743,356.58 "," 750,226,497.90 "," 1,248,402,296.15 "," 81,906,043.44 "," 156,872,868.85 "," 742,170,953.70 "," 269,586,779.58 "," 13,021,654.46 "," 202,374,836.34 "," 11,568,968.38 "
TRANSCOUNTIES," 441,539.00 "," 54,751,019.12 "," 93,953,073.74 "," 152,616,909.61 "," 11,871,638.98 "," 35,018,545.09 "," 114,357,840.81 "," 54,751,019.12 "," 5,571,331.16 "," 21,246,833.14 "," 17,019,567.07 "
TRANS-ELITE COUNTY," 49,220,900.00 "," 165,782,549.00 "," 479,472,263.00 "," 1,023,504,918.00 "," 21,498,014.00 "," 101,160,095.00 "," 617,211,894.00 "," 165,782,549.00 "," 19,427,359.00 "," 127,567,498.00 "," 19,839,389.00 "
UCHONGAJI ," 544,417.00 "," 8,793,801.90 "," 43,883,092.32 "," 50,614,875.96 "," 6,266,086.00 "," 4,110,575.40 "," 41,157,991.93 "," 8,793,801.90 ","-689,574.29 "," 6,727,672.03 "," 23,606,204.38 "
UFANISI DT," 2,170,158.00 "," 30,554,713.00 "," 166,818,720.00 "," 200,731,660.00 "," 16,529,472.00 "," 30,360,729.00 "," 158,010,257.00 "," 32,135,653.00 "," 5,600,441.00 "," 32,902,219.00 "," 554,750.35 "
UKRISTO NA UFANISI," 6,120,745.52 "," 66,096,042.00 "," 1,556,071,713.00 "," 1,569,459,334.29 "," 94,727,263.13 "," 246,322,740.35 "," 1,321,618,733.00 "," 66,096,042.00 "," 84,754,550.87 "," 200,835,657.00 "," 148,758,831.00 "
UKULIMA," 202,970,719.45 "," 661,951,957.22 "," 8,303,718,423.91 "," 10,668,720,970.53 "," 457,434,591.82 "," 1,793,930,865.49 "," 7,636,268,444.60 "," 661,951,957.22 "," 705,478,221.94 "," 1,249,160,787.96 "," 1,060,754,173.42 "
UNAITAS," 980,634,938.00 "," 2,555,055,220.00 "," 7,642,167,951.00 "," 11,870,333,102.00 "," 419,324,510.00 "," 3,506,690,279.00 "," 7,000,203,656.00 "," 2,755,055,220.00 "," 948,780,704.90 "," 1,563,626,375.00 "," 956,967,427.00 "
UNI-COUNTY," 548,370.20 "," 17,079,777.61 "," 68,694,671.04 "," 87,965,131.71 "," 9,588,625.12 "," 19,721,410.16 "," 66,354,815.60 "," 17,079,777.61 "," 3,863,182.32 "," 14,185,207.01 "," 506,785.13 "
UNISON," 6,298,817.68 "," 169,356,066.86 "," 2,172,268,119.14 "," 2,561,117,752.53 "," 150,861,134.74 "," 190,155,719.01 "," 1,835,014,040.52 "," 175,654,884.54 "," 4,611,011.23 "," 395,671,247.71 "," 36,003,328.31 "
UNITED NATIONS," 14,769,619.00 "," 3,806,551,459.90 "," 7,662,156,948.40 "," 11,525,309,266.86 "," 224,611,170.38 "," 1,767,460,173.22 "," 8,827,283,841.03 "," 3,806,551,459.90 "," 184,613,667.13 "," 1,299,339,878.58 "," 131,696,173.31 "
UNIVERSAL TRADERS," 3,511,188.54 "," 84,761,017.97 "," 741,383,168.50 "," 826,554,692.09 "," 86,001,309.00 "," 140,490,825.88 "," 559,592,695.26 "," 86,582,206.51 "," 13,699,515.83 "," 134,016,835.18 "," 100,604,873.00 "
VIHIGA COUNTY," 555,000.00 "," 19,073,131.00 "," 18,070,350.00 "," 43,796,034.00 "," 10,267,362.00 "," 17,822,376.00 "," 24,691,482.00 "," 19,073,131.00 "," 3,135,979.00 "," 14,483,113.00 "," 1,512,000.00 "
VIKTAS," 30,865,916.67 "," 10,981,808.98 "," 121,186,985.01 "," 170,255,269.72 "," 11,845,258.30 "," 16,906,838.15 "," 124,433,705.90 "," 13,048,799.98 "," 7,935,213.66 "," 27,886,978.16 "," 5,236,260.85 "
VISION AFRICA," 59,000.00 "," 43,222,252.75 "," 151,693,636.90 "," 210,176,618.60 "," 24,740,769.50 "," 40,128,002.20 "," 168,935,062.56 "," 43,222,252.75 ","-5,222,315.38 "," 33,014,393.43 "," 25,931,981.92 "
VISION POINT," 19,161,943.80 "," 240,176,311.51 "," 217,802,410.65 "," 526,225,226.10 "," 117,035,261.58 "," 107,120,908.94 "," 352,739,029.18 "," 259,338,255.31 ","-44,954,131.56 "," 94,275,520.86 "," 32,277,221.55 "
WAKENYA PAMOJA," 134,652,444.96 "," 267,961,634.67 "," 737,080,067.52 "," 1,421,370,169.77 "," 213,605,064.63 "," 261,363,653.83 "," 687,740,893.93 "," 267,961,634.67 "," 23,549,039.35 "," 332,396,080.23 "," 102,007,661.08 "
WAKULIMA COMMERCIAL," 54,565,305.00 "," 39,965,915.01 "," 267,754,230.56 "," 369,202,443.77 "," 27,322,918.90 "," 93,187,389.44 "," 252,705,107.24 "," 86,981,350.01 "," 27,239,088.81 "," 58,767,616.86 "," 21,052,378.12 "
WANAANGA," 5,430,160.00 "," 132,043,690.00 "," 925,677,380.00 "," 1,179,354,710.00 "," 45,195,440.00 "," 137,092,780.00 "," 955,617,250.00 "," 132,043,690.00 "," 3,586,640.00 "," 163,356,510.00 "," 28,954,038.63 "
WANANCHI," 208,785,388.43 "," 146,341,320.96 "," 780,547,087.24 "," 1,147,704,526.31 "," 131,451,764.61 "," 12,658,997.33 "," 852,237,863.01 "," 146,341,320.96 "," 15,595,977.82 "," 199,125,148.79 "," 153,106,097.81 "
WANANDEGE," 18,030,278.00 "," 76,903,643.44 "," 797,654,285.23 "," 1,300,940,195.00 "," 102,850,023.00 "," 179,485,891.18 "," 1,080,954,141.19 "," 76,903,643.44 "," 50,538,807.82 "," 168,505,240.33 "," 74,104,855.18 "
WASHA," 9,647,899.55 "," 34,686,941.00 "," 113,375,134.66 "," 165,369,108.94 "," 11,489,035.92 "," 24,161,865.43 "," 134,901,383.72 "," 42,619,097.45 "," 8,538,040.09 "," 21,175,586.91 "," 4,972,660.22 "
WAUMINI," 2,171,589.80 "," 261,852,247.52 "," 3,295,706,839.90 "," 3,753,690,474.79 "," 125,628,157.16 "," 708,775,566.18 "," 2,886,407,571.72 "," 261,852,247.52 "," 287,652,100.84 "," 458,771,226.57 "," 331,446,430.72 "
WEVARSITY," 1,500,000.00 "," 7,951,137.41 "," 277,572,578.42 "," 326,111,816.09 "," 20,467,898.37 "," 45,868,438.76 "," 219,840,672.58 "," 7,951,137.41 "," 6,697,586.93 "," 57,678,144.56 "," 5,784,107.06 "
WINAS," 36,255,969.65 "," 94,102,442.65 "," 4,273,992,885.35 "," 4,269,892,113.36 "," 163,620,677.82 "," 1,004,260,644.49 "," 2,866,963,150.47 "," 130,358,412.30 "," 14,484,255.04 "," 738,976,591.84 "," 44,358,401.55 "
YETU," 33,417,035.00 "," 1,072,207,393.87 "," 1,720,827,246.19 "," 2,882,475,144.07 "," 122,985,047.25 "," 753,842,974.25 "," 1,816,103,672.74 "," 1,072,207,393.87 "," 102,520,077.27 "," 347,337,472.99 "," 56,962,066.49 "
