NAME OF THE SACCO, FINANCIAL INVESTMENT  , CASH & CASH EQUIVALENT , GROSS LOAN , TOTAL ASSETS , TOTAL EXPENSE , CORE CAPITAL , TOTAL DEPOSIT , LIQUID ASSET , Net Income , TOTAL REVENUE , NPL 
NYAMBENE ARIMI," 4,478,089.55 "," 40,251,468.12 "," 174,632,337.27 "," 224,823,749.12 "," 38,295,502.97 "," 78,985,928.89 "," 135,720,875.49 "," 40,251,468.12 "," 12,930,681.03 "," 57,622,091.34 "," 41,492,988.04 "
NYAMIRA TEA FARMERS," 21,768,216.00 "," 24,747,211.46 "," 119,561,335.69 "," 272,309,025.28 "," 25,323,184.89 "," 33,582,112.30 "," 127,782,379.16 "," 24,747,211.46 ","-6,827,411.54 "," 31,753,261.09 "," 46,156,376.84 "
NYATI," 21,220,646.48 "," 132,387,735.80 "," 2,725,005,145.64 "," 3,003,916,889.77 "," 127,804,388.85 "," 887,208,958.80 "," 2,050,522,150.79 "," 136,946,951.28 "," 357,709,806.86 "," 506,408,657.60 "," 86,333,774.66 "
OLLIN," 198,016,918.00 "," 606,025,577.62 "," 3,755,338,754.89 "," 4,518,715,280.70 "," 213,738,753.30 "," 483,627,691.42 "," 2,961,474,593.13 "," 606,025,577.62 "," 64,941,067.49 "," 664,079,939.37 "," 37,699,880.29 "
ORIENT," 17,260,129.00 "," 3,080,910.00 "," 156,320,287.00 "," 792,663,349.00 "," 19,765,846.00 ","-122,460,467.00 "," 466,575,752.00 "," 14,638,138.00 ","-30,327,697.00 "," 30,349,598.00 "," 44,618,937.00 "
PATNAS ," 19,230,840.00 "," 148,425,186.58 "," 79,430,797.92 "," 351,367,136.85 "," 68,633,234.80 "," 83,537,685.94 "," 159,082,259.18 "," 148,552,686.58 "," 5,177,119.79 "," 108,746,265.69 "," 22,254,977.14 "
PRIME-TIME," 46,653,389.16 "," 79,485,344.44 "," 352,895,714.34 "," 705,473,032.71 "," 32,411,006.19 "," 82,130,041.00 "," 548,095,376.63 "," 117,321,369.60 ","-1,597,433.92 "," 75,845,133.86 "," 10,522,015.74 "
PUAN ," 9,224,906.00 "," 20,325,345.00 "," 239,121,032.00 "," 293,000,639.00 "," 19,500,630.00 "," 31,342,139.00 "," 196,924,668.00 "," 20,325,345.00 "," 1,841,771.00 "," 33,899,400.00 "," 4,156,932.00 "
QWETU," 103,204,834.23 "," 151,896,339.64 "," 1,516,754,504.97 "," 1,799,751,930.61 "," 173,948,261.56 "," 136,875,445.27 "," 1,290,283,238.98 "," 151,896,339.64 "," 41,566,793.81 "," 337,779,744.22 "," 46,592,026.36 "
RACHUONYO TEACHERS," 51,242,000.00 "," 9,244,922.00 "," 119,310,026.00 "," 188,587,381.00 "," 7,594,662.00 "," 15,565,685.00 "," 109,042,494.00 "," 60,486,922.00 "," 1,804,764.00 "," 12,670,627.00 ", -   
SAFARICOM," 96,765,340.00 "," 626,320,809.00 "," 5,172,050,894.00 "," 5,988,511,371.00 "," 166,761,455.00 "," 1,077,759,694.00 "," 4,742,893,979.00 "," 680,822,219.00 "," 230,216,330.00 "," 642,207,091.00 "," 465,845,369.00 "
SHERIA," 29,727,731.60 "," 350,868,930.90 "," 4,734,253,894.31 "," 5,379,018,150.98 "," 201,989,352.17 "," 1,140,734,190.51 "," 3,842,291,026.23 "," 350,868,930.90 "," 374,013,772.46 "," 660,500,598.63 "," 317,979,021.32 "
SHIRIKA DT," 14,858,306.70 "," 360,146,813.51 "," 2,248,128,783.06 "," 2,716,105,554.00 "," 58,920,902.36 "," 398,748,794.04 "," 2,103,950,851.26 "," 360,146,813.51 "," 167,772,496.17 "," 321,116,361.92 "," 624,001.94 "
SHOPPERS," 60,424,694.93 "," 50,132,117.33 "," 930,856,622.10 "," 1,385,453,033.22 "," 105,030,738.23 "," 436,591,540.88 "," 781,181,486.71 "," 50,132,117.33 "," 40,207,648.40 "," 181,670,220.81 "," 434,396,022.61 "
SIMBA CHAI," 11,616,584.00 "," 183,725,415.71 "," 964,124,291.00 "," 1,320,174,659.54 "," 33,759,652.69 "," 267,056,351.64 "," 758,714,496.03 "," 183,725,415.71 "," 29,105,068.04 "," 170,498,480.45 "," 1,657,488.16 "
SIRAJI," 101,856.00 "," 66,877,429.84 "," 306,365,905.00 "," 413,742,684.06 "," 47,275,351.93 "," 82,409,553.21 "," 273,688,273.49 "," 66,877,429.84 "," 17,217,577.95 "," 75,561,045.01 "," 18,422,358.01 "
SKYLINE," 11,979,720.00 "," 176,051,224.72 "," 884,102,373.84 "," 1,332,659,161.05 "," 95,170,057.38 "," 220,688,065.96 "," 1,035,584,885.18 "," 176,051,224.72 "," 62,692,813.63 "," 178,152,942.28 "," 117,556,486.04 "
SMART CHAMPION," 20,600,002.12 "," 37,159,999.41 "," 218,996,416.28 "," 279,085,268.95 "," 22,567,445.18 "," 39,121,334.79 "," 148,121,187.79 "," 37,159,999.41 "," 5,509,930.21 "," 38,248,915.55 "," 18,129,905.22 "
SMARTLIFE DT," 38,577,706.00 "," 65,883,107.00 "," 879,976,332.00 "," 1,056,374,337.00 "," 33,999,082.00 "," 178,237,158.00 "," 633,141,710.00 "," 85,959,796.00 "," 25,994,741.00 "," 109,948,990.00 "," 17,599,525.00 "
SOLUTION," 194,351,275.22 "," 378,174,854.70 "," 3,449,004,571.63 "," 4,543,898,080.29 "," 272,074,580.22 "," 824,081,782.47 "," 2,982,152,680.20 "," 572,526,129.92 "," 303,296,363.81 "," 705,923,729.34 "," 115,548,245.84 "
SOTICO," 49,120,054.80 "," 29,441,045.27 "," 122,116,285.00 "," 214,192,516.85 "," 14,074,690.14 ","-13,411,023.80 "," 121,795,357.00 "," 29,441,045.27 "," 461,245.63 "," 28,580,939.30 "," 5,096,465.35 "
SOUTHERN STAR," 89,046,212.80 "," 151,049,716.86 "," 799,179,281.55 "," 1,080,148,288.08 "," 108,096,837.96 "," 138,727,357.91 "," 801,996,219.06 "," 177,586,272.31 "," 11,798,771.57 "," 179,487,444.62 "," 151,645,768.23 "
STAKE KENYA," 2,929,050.00 "," 30,396,512.64 "," 115,203,246.47 "," 182,831,015.40 "," 16,146,756.00 "," 34,237,436.91 "," 133,989,793.51 "," 30,396,512.64 "," 9,712,005.10 "," 27,483,820.05 "," 8,591,956.80 "
STAWISHA," 11,895,429.00 "," 14,627,578.92 "," 147,376,839.12 "," 208,745,837.90 "," 18,212,696.50 "," 62,395,579.70 "," 138,926,811.09 "," 26,523,007.92 "," 11,787,785.97 "," 37,143,688.64 "," 8,783,520.00 "
STIMA DT," 991,281,427.13 "," 4,813,502,352.34 "," 25,830,313,270.26 "," 32,598,334,685.74 "," 1,141,311,022.68 "," 3,675,484,059.43 "," 24,900,242,928.43 "," 5,074,202,816.96 "," 540,598,223.93 "," 4,505,009,371.75 "," 1,342,810,858.90 "
SUKARI," 100,962,720.39 ","-17,321,255.48 "," 430,647,409.53 "," 482,739,200.93 "," 48,659,255.85 ","-315,017,984.76 "," 393,618,958.25 "," 619,108.83 ","-248,332,226.83 ","-74,428,934.49 "," 332,844,610.82 "
SULUHU," 5,406,604.00 "," 70,224,673.44 "," 519,978,511.56 "," 661,189,583.07 "," 38,864,283.38 "," 126,752,222.47 "," 410,825,652.11 "," 70,224,673.44 "," 61,314,804.94 "," 115,063,178.66 "," 14,021,009.85 "
SUPA ," 628,488.00 "," 50,860,460.67 "," 340,367,650.00 "," 388,519,495.28 "," 25,045,619.81 "," 61,299,430.50 "," 325,854,961.60 "," 50,860,460.67 "," 10,390,303.53 "," 44,251,353.86 "," 12,491,227.59 "
TABASAMU," 11,527,218.50 "," 69,232,277.70 "," 285,606,822.68 "," 665,659,727.60 "," 43,590,473.61 "," 126,827,061.80 "," 424,349,680.96 "," 69,232,277.70 "," 27,790,173.10 "," 103,332,283.84 "," 25,087,912.28 "
TABASURI," 31,402,911.31 "," 22,538,967.42 "," 298,642,367.59 "," 356,499,958.22 "," 36,884,991.50 "," 44,483,252.92 "," 254,723,597.66 "," 42,997,642.73 "," 10,058,007.07 "," 57,261,145.56 "," 27,444,254.00 "
TAI," 36,608,572.00 "," 631,374,729.57 "," 1,597,540,761.59 "," 2,393,639,700.37 "," 227,525,968.78 "," 520,777,009.82 "," 1,585,393,254.51 "," 641,620,478.57 "," 44,198,395.15 "," 375,213,194.87 "," 414,197,917.07 "
TAIFA ," 126,073,525.09 "," 711,575,116.22 "," 1,956,531,825.94 "," 3,060,395,950.91 "," 271,320,626.07 "," 595,561,410.42 "," 2,294,124,838.80 "," 837,648,641.31 "," 51,072,935.62 "," 391,368,450.45 "," 60,803,480.91 "
TAQWA," 11,168.00 "," 132,880,708.85 "," 808,585,906.00 "," 955,274,675.98 "," 13,634,133.94 "," 90,326,515.10 "," 861,129,707.75 "," 132,891,876.85 "," 9,761,002.05 "," 25,964,088.99 "," 2,568,953.00 "
TARAJI SAVINGS," 59,728,449.15 "," 16,104,295.16 "," 210,901,367.08 "," 465,052,784.38 "," 36,363,664.57 "," 49,742,761.15 "," 273,815,357.00 "," 48,517,382.31 "," 688,516.14 "," 55,900,179.23 "," 3,294,503.00 "
TELEPOST," 101,873,856.00 "," 111,011,382.53 "," 285,995,072.25 "," 833,975,262.89 "," 47,720,261.11 ","-64,131,689.90 "," 528,503,581.55 "," 111,011,382.53 ","-39,335,442.89 "," 46,816,961.63 "," 180,770,397.32 "
TEMBO," 214,551.43 "," 319,198.98 "," 1,926,700.73 "," 2,555,747.28 "," 47,134.35 "," 394,014.34 "," 1,756,786.61 "," 338,896.60 "," 120,020.98 "," 355,428.57 "," 36,470,296.76 "
TENHOS ," 13,254,304.00 "," 30,022,095.73 "," 178,716,900.00 "," 303,244,876.88 "," 30,721,551.74 "," 76,701,115.82 "," 190,642,886.91 "," 41,985,257.73 "," 10,513,001.34 "," 55,605,740.92 "," 12,547,271.65 "
THAMANI," 2,538,278.50 "," 233,383,015.28 "," 301,021,313.07 "," 554,814,921.54 "," 56,496,963.35 "," 102,358,976.02 "," 363,600,136.07 "," 235,921,293.78 "," 5,753,631.20 "," 99,431,633.08 "," 108,220,518.83 "
THE APPLE," 6,814,443.24 "," 8,733,287.04 "," 58,815,925.09 "," 80,347,396.31 "," 8,723,050.00 "," 32,670,359.52 "," 39,362,735.49 "," 14,386,950.28 "," 6,596,688.87 "," 16,886,234.95 "," 1,257,116.95 "
THE NOBLE," 119,173,747.64 "," 92,123,950.14 "," 1,627,651,535.13 "," 1,969,333,485.95 "," 136,893,447.03 "," 380,406,904.16 "," 1,481,640,504.92 "," 118,710,421.78 "," 39,907,742.06 "," 342,937,092.26 "," 53,448,073.91 "
TIMES U," 1,576,216.00 "," 87,834,412.63 "," 498,387,198.29 "," 626,313,332.11 "," 63,450,421.72 "," 86,493,397.61 "," 475,528,092.77 "," 87,834,412.63 "," 11,863,390.07 "," 112,069,741.54 ",
TOWER ," 120,734,074.35 "," 866,541,359.10 "," 7,340,942,375.70 "," 8,524,725,337.08 "," 265,751,599.20 "," 1,139,314,116.70 "," 6,545,511,783.00 "," 939,255,885.60 "," 69,978,056.55 "," 1,230,241,128.00 "," 294,472,545.00 "
TRANS NATION," 80,581,466.38 "," 309,266,231.65 "," 3,758,529,298.33 "," 4,365,731,699.81 "," 244,110,453.34 "," 612,923,905.55 "," 3,031,314,124.13 "," 349,266,231.65 "," 82,050,829.42 "," 783,454,200.50 "," 70,182,997.65 "
TRANS NATIONAL TIMES," 191,895,377.00 "," 145,182,492.29 "," 840,166,696.88 "," 1,526,733,579.00 "," 95,935,167.70 "," 204,924,210.12 "," 899,288,053.59 "," 337,077,869.29 "," 53,250,658.24 "," 262,526,879.72 "," 12,186,009.72 "
TRANSCOUNTIES," 4,381,665.40 "," 59,520,133.96 "," 103,885,834.66 "," 162,616,050.77 "," 12,690,849.96 "," 32,681,269.16 "," 120,094,989.19 "," 59,520,133.96 "," 1,977,498.84 "," 22,348,076.70 "," 25,941,496.26 "
TRANS-ELITE COUNTY," 58,301,442.00 "," 120,450,136.00 "," 521,258,515.00 "," 1,011,378,053.00 "," 27,371,790.00 "," 115,137,705.00 "," 625,537,541.00 "," 120,450,136.00 "," 11,527,879.00 "," 152,034,404.00 "," 73,795,000.00 "
UCHONGAJI ," 544,417.00 "," 13,514,929.85 "," 43,279,755.19 "," 44,726,659.18 "," 6,129,403.00 ","-5,353,142.24 "," 44,082,111.32 "," 13,514,929.85 ","-88,189.01 "," 6,698,496.49 "," 10,899,799.81 "
UFANISI DT," 2,170,158.00 "," 27,873,127.00 "," 203,706,329.00 "," 236,918,303.00 "," 17,091,904.00 "," 39,514,112.00 "," 183,605,332.00 "," 29,454,067.00 "," 8,423,386.00 "," 38,914,444.00 "," 423,603.15 "
UKRISTO NA UFANISI," 13,002,843.03 "," 117,997,972.11 "," 1,770,705,438.10 "," 1,818,068,812.92 "," 128,284,815.50 "," 437,842,827.27 "," 1,330,369,976.71 "," 124,445,509.01 "," 74,426,888.94 "," 225,290,479.49 "," 167,307,043.00 "
UKULIMA," 239,060,502.75 "," 517,997,091.41 "," 8,995,413,477.84 "," 11,265,282,639.10 "," 513,036,269.65 "," 2,037,034,191.43 "," 7,885,373,218.99 "," 517,997,091.41 "," 866,032,565.63 "," 1,433,318,634.34 "," 413,463,209.15 "
UNAITAS," 647,389,692.00 "," 2,228,344,303.00 "," 9,124,651,130.00 "," 12,714,388,123.00 "," 536,857,941.00 "," 4,026,546,550.00 "," 7,478,663,091.00 "," 2,328,499,703.00 "," 982,116,668.00 "," 1,680,526,735.00 "," 1,043,758,027.00 "
UNI-COUNTY," 548,370.20 "," 17,547,162.16 "," 68,990,800.29 "," 93,254,291.84 "," 10,362,530.58 "," 21,526,527.26 "," 69,515,495.66 "," 17,547,162.16 "," 4,262,840.34 "," 14,814,495.25 "," 737,105.74 "
UNISON," 120,321,125.25 "," 172,402,936.65 "," 2,598,877,961.98 "," 3,134,832,932.16 "," 174,886,280.68 "," 240,380,325.02 "," 2,159,858,874.06 "," 292,724,061.90 "," 57,435,115.37 "," 475,817,466.77 "," 45,720,958.49 "
UNITED NATIONS," 15,153,615.16 "," 3,833,090,843.00 "," 8,320,198,436.60 "," 12,107,411,940.50 "," 332,168,639.07 "," 1,975,289,799.45 "," 9,324,408,842.48 "," 3,833,090,843.00 "," 208,768,475.32 "," 1,379,913,082.65 "," 58,717,759.16 "
UNIVERSAL TRADERS," 7,017,203.00 "," 90,424,979.73 "," 872,696,719.23 "," 974,625,814.61 "," 104,035,654.03 "," 197,151,038.42 "," 623,059,317.91 "," 90,424,979.73 "," 30,276,110.23 "," 162,482,838.80 "," 95,524,674.45 "
VIHIGA COUNTY," 548,684.00 "," 22,093,862.00 "," 12,125,435.00 "," 46,171,044.00 "," 10,147,817.00 "," 20,422,532.00 "," 25,166,852.00 "," 22,093,862.00 "," 2,910,544.00 "," 15,256,223.00 "," 6,000,000.00 "
VIKTAS," 38,482,280.54 "," 19,242,242.46 "," 139,494,057.83 "," 202,472,011.46 "," 17,427,772.00 "," 8,939,961.46 "," 138,253,936.00 "," 21,821,658.00 "," 15,364,226.00 "," 33,940,749.00 "," 12,011,137.85 "
VISION AFRICA," 221,000.00 "," 28,110,267.56 "," 219,240,841.34 "," 257,270,145.75 "," 26,956,869.21 "," 55,797,313.97 "," 200,592,785.67 "," 28,110,267.56 "," 439,735.30 "," 41,084,971.59 "," 25,739,376.85 "
VISION POINT," 26,606,943.80 "," 186,907,719.98 "," 248,677,517.49 "," 530,484,131.93 "," 150,510,080.62 "," 114,046,246.13 "," 373,005,925.96 "," 213,514,663.78 ","-58,399,287.69 "," 114,279,504.39 "," 31,415,253.35 "
WAKENYA PAMOJA," 134,766,166.48 "," 260,544,196.61 "," 757,580,752.66 "," 1,449,904,021.24 "," 233,828,615.51 "," 342,783,557.75 "," 760,886,489.06 "," 260,544,196.61 "," 30,795,348.94 "," 385,451,128.66 "," 130,590,635.52 "
WAKULIMA COMMERCIAL," 97,035,731.77 "," 4,892,548.33 "," 295,098,822.20 "," 434,338,640.70 "," 29,551,675.50 "," 107,735,767.25 "," 292,999,899.85 "," 94,378,410.10 "," 30,878,949.75 "," 61,930,933.96 "," 20,074,781.27 "
WANAANGA," 21,245,370.00 "," 86,521,890.00 "," 940,524,400.00 "," 1,196,703,000.00 "," 50,301,040.00 "," 152,184,440.00 "," 966,051,820.00 "," 86,521,890.00 "," 671,690.00 "," 177,080,590.00 "," 36,299,634.07 "
WANANCHI," 389,627,444.74 "," 158,022,262.40 "," 742,040,870.32 "," 1,271,812,614.70 "," 135,604,285.91 ","-135,544,628.93 "," 931,336,193.43 "," 158,022,262.40 "," 23,827,030.89 "," 212,039,044.91 "," 181,641,100.38 "
WANANDEGE," 9,690,064.00 "," 105,495,628.65 "," 909,788,081.83 "," 1,402,613,129.09 "," 100,824,214.37 "," 282,854,322.84 "," 1,107,468,277.11 "," 105,495,628.65 "," 84,478,291.01 "," 197,222,484.49 "," 61,543,737.14 "
WASHA," 11,511,315.08 "," 33,907,915.34 "," 139,391,191.15 "," 191,290,679.64 "," 11,314,159.32 "," 23,985,169.03 "," 155,238,218.33 "," 43,383,487.32 "," 1,977,428.63 "," 24,928,118.71 "," 6,395,474.73 "
WAUMINI," 2,171,589.80 "," 183,899,663.50 "," 3,987,637,033.09 "," 4,422,010,463.06 "," 124,610,288.49 "," 899,072,251.09 "," 3,439,789,083.18 "," 183,899,663.50 "," 400,006,370.83 "," 546,371,939.39 ",
WEVARSITY," 638,244.00 "," 12,857,070.15 "," 333,175,564.68 "," 387,249,795.22 "," 22,989,285.13 "," 53,466,370.17 "," 257,014,697.92 "," 12,857,070.15 "," 2,252,882.39 "," 59,595,914.72 "," 13,501,969.75 "
WINAS," 43,640,197.79 "," 111,631,707.41 "," 5,287,260,153.62 "," 5,232,821,170.43 "," 193,179,069.11 "," 1,400,741,179.48 "," 3,303,798,528.51 "," 155,271,905.20 "," 66,479,277.89 "," 915,125,408.03 "," 66,244,830.80 "
YETU," 36,417,035.00 "," 1,091,078,425.37 "," 2,126,739,490.27 "," 3,310,660,287.68 "," 149,806,441.27 "," 879,665,345.53 "," 2,078,338,015.42 "," 1,091,078,425.37 "," 127,091,101.72 "," 407,588,330.73 "," 106,006,549.03 "
,,,,,,,,,,,
