YEAR,NAME OF THE SACCO, FINANCIAL INVESTMENT  ,CASH & CASH EQUIVALENT,GROSS LOAN,TOTAL EXPENSE,CORE CAPITAL,TOTAL DEPOSIT,LIQUID ASSET,Net Income,TOTAL REVENUE, NPL ,
2018,ENEA ," 1,091,007.00 "," 63,413,860.69 "," 95,135,554.88 "," 120,277,679.69 "," 45,019,544.80 "," 114,146,092.83 "," 63,413,860.69 "," 53,380,433.75 "," 189,675,417.11 "," 28,993,792.15 ",
2018,FARIDI," 133,918,423.77 "," 70,082,539.51 "," 777,256,966.36 "," 17,572,508.36 "," 126,486,046.24 "," 631,676,755.20 "," 70,082,539.51 "," 7,019,860.81 "," 26,658,478.09 "," 2,438,453.98 ",
2018,FARIJI," 26,961,245.40 "," 44,717,748.65 "," 171,584,307.04 "," 44,917,627.24 "," 75,950,230.56 "," 185,349,189.19 "," 69,504,994.05 "," 166,052,862.84 "," 215,919,826.27 "," 21,863,698.82 ",
2018,FORTITUDE," 9,493,190.00 "," 15,063,901.48 "," 112,127,487.00 "," 34,141,650.11 "," 19,783,050.90 "," 116,914,939.47 "," 15,063,901.48 "," 11,627,228.72 "," 56,696,321.35 "," 9,324,117.98 ",
2018,FORTUNE," 33,567,869.60 "," 503,171,393.00 "," 2,548,532,250.00 "," 13,429,517.65 "," 963,509,950.40 "," 1,689,466,163.00 "," 503,171,393.00 "," 4,818,965.39 "," 24,509,998.64 "," 235,324,312.00 ",
2018,FUNDILIMA," 59,702,662.15 ","-23,631,844.58 "," 656,865,895.88 "," 319,355,069.00 "," 114,738,072.45 "," 743,999,556.86 "," 15,190,715.57 "," 136,799,932.00 "," 546,657,691.00 "," 21,862,697.27 ",
2018,GITHUNGURI DAIRY ," 9,638,197.10 "," 101,400,645.00 "," 1,576,394,020.40 "," 37,692,952.00 "," 469,417,903.24 "," 1,313,146,983.58 "," 101,400,645.00 "," 7,558,688.86 "," 134,022,970.06 "," 64,382,594.08 ",
2018,GOLDEN PILLAR," 76,617,536.86 "," 35,871,457.49 "," 267,506,767.37 "," 117,323,561.75 "," 64,951,940.56 "," 274,830,764.88 "," 105,471,457.49 "," 116,989,760.31 "," 255,247,545.26 "," 10,192,632.03 ",
2018,GOOD FAITH," 1,310,138.75 "," 8,430,504.19 "," 48,065,387.15 "," 28,441,117.22 "," 12,916,202.54 "," 43,114,840.37 "," 9,707,642.94 "," 7,114,665.31 "," 57,610,159.57 "," 12,593,668.62 ",
2018,GOOD HOPE," 17,832,029.25 ","-3,445,296.46 "," 128,865,489.00 "," 5,699,865.23 "," 59,624,260.74 "," 519,963,055.92 "," 10,477,281.54 "," 2,664,042.57 "," 7,581,342.30 "," 23,422,321.10 ",
2018,GOODWAY," 830,000.00 "," 4,372,834.00 "," 30,825,161.00 "," 14,189,724.24 "," 15,916,619.00 "," 19,561,510.00 "," 4,372,834.00 "," 10,515,561.79 "," 26,767,369.31 "," 298,904.00 ",
2018,GUSII MWALIMU," 62,311,880.00 "," 520,974,887.01 "," 7,473,577,555.21 "," 3,326,320.00 "," 1,380,455,105.72 "," 5,878,510,474.72 "," 520,974,887.01 "," 1,297,012.00 "," 6,768,751.00 "," 236,523,339.27 ",
2018,HARAMBEE," 1,869,271,056.68 "," 1,188,966,603.22 "," 15,959,454,752.70 "," 450,963,277.39 "," 1,425,931,082.49 "," 18,367,686,031.12 "," 1,188,966,603.22 "," 287,939,063.60 "," 1,310,438,401.11 "," 698,205,815.28 ",
2018,HAZINA," 755,724,617.02 "," 186,884,943.00 "," 6,182,964,415.21 "," 1,047,102,016.66 "," 1,088,897,086.29 "," 5,694,223,163.97 "," 925,968,790.62 ","-65,878,311.02 "," 2,904,656,515.28 "," 40,067,136.27 ",
2018,ILKISONKO ," 342,113.00 "," 51,779,605.79 "," 110,250,979.00 "," 110,904,657.21 "," 29,792,337.49 "," 107,980,919.41 "," 51,779,605.79 "," 47,342,104.32 "," 893,954,478.50 "," 38,812,410.00 ",
2018,IMARIKA ," 129,800,145.30 "," 451,560,651.53 "," 6,914,790,853.88 "," 15,264.70 "," 1,761,994,611.97 "," 5,238,416,679.53 "," 451,560,651.53 ", 939.51 ," 25,611.51 "," 622,585,427.50 ",
2018,IMARISHA ," 56,764,336.00 "," 722,364,076.44 "," 8,688,717,554.31 "," 435,207,679.78 "," 2,397,393,508.75 "," 7,095,502,851.73 "," 722,364,076.44 "," 661,258,569.45 "," 1,286,262,634.20 "," 214,805,227.42 ",
2018,INVEST & GROW (IG)," 503,593,082.00 "," 759,431,656.00 "," 7,151,001,512.00 "," 390,577,869.82 "," 1,997,733,361.00 "," 4,962,987,101.00 "," 807,426,806.00 "," 874,475,201.38 "," 1,585,226,871.37 "," 829,222,340.18 ",
2018,JACARANDA," 1,649,457.00 "," 2,785,908.60 "," 35,648,031.34 "," 218,662,702.00 "," 16,053,603.70 "," 88,713,717.25 "," 2,785,908.60 "," 33,873,903.59 "," 1,449,128,873.00 "," 3,001,493.25 ",
2018,JAMII," 240,089,248.03 "," 198,334,312.81 "," 3,238,155,011.06 "," 4,228,526.10 "," 439,492,796.10 "," 2,796,942,245.22 "," 284,185,133.94 "," 374,726.73 "," 8,595,628.95 "," 214,382,262.50 ",
2018,JAMII YETU," 42,469,807.00 "," 49,225,786.24 "," 419,574,266.32 "," 119,425,967.66 "," 177,542,024.22 "," 326,095,711.57 "," 49,225,786.24 "," 55,133,742.24 "," 412,925,674.94 "," 54,820,188.33 ",
2018,JITEGEMEE ," 47,613,147.78 "," 1,647,928.26 "," 170,047,415.58 "," 40,088,477.47 ","-47,661,382.92 "," 369,933,698.49 "," 1,647,928.26 "," 38,618,769.34 "," 88,331,290.04 "," 78,118,912.13 ",
2018,JOINAS," 20,518,119.97 "," 27,196,893.21 "," 192,280,010.62 "," 68,067,143.88 "," 41,842,188.03 "," 184,978,056.59 "," 43,366,624.28 ","-41,155,172.10 "," 29,289,561.99 "," 27,491,323.62 ",
2018,JUMUIKA ," 18,618,897.30 ","-3,506,044.38 "," 117,336,338.49 "," 22,232,330.16 "," 54,521,325.54 "," 116,306,816.94 ","-3,506,044.38 ","-242,042.46 "," 27,964,798.65 ",,
2018,KENPIPE," 129,353,114.30 "," 329,695,023.91 "," 2,150,842,863.20 "," 25,569,510.36 "," 306,265,229.17 "," 1,930,666,697.91 "," 359,695,023.91 ","-5,176,705.63 "," 24,091,900.46 "," 19,541,242.29 ",
2018,KENVERSITY," 44,169,997.21 "," 56,423,604.85 "," 2,071,394,584.02 "," 83,288,681.15 "," 515,859,975.96 "," 1,914,915,732.31 "," 56,423,604.85 "," 49,990,469.10 "," 349,830,326.50 "," 126,415,480.79 ",
2018,KENYA ACHIEVAS," 22,337,873.09 "," 46,310,463.81 "," 176,948,341.36 "," 62,872,739.00 "," 109,696,720.04 "," 213,066,432.36 "," 47,771,314.40 "," 270,556,693.06 "," 381,192,981.22 "," 28,556,983.12 ",
2018,KENYA BANKERS," 93,582,907.19 "," 246,605,236.32 "," 5,122,115,780.73 "," 89,397,533.94 "," 1,052,045,482.29 "," 5,838,791,166.77 "," 246,605,236.32 "," 13,822,169.08 "," 118,292,563.24 "," 613,616,155.26 ",
2018,KENYA HIGHLANDS," 12,381,924.68 "," 1,291,697,651.21 "," 1,399,434,144.97 "," 326,580,913.21 "," 771,057,896.93 "," 1,907,994,041.36 "," 1,295,687,275.89 "," 345,840,163.68 "," 727,634,606.37 "," 50,341,186.09 ",
2018,KENYA MIDLAND," 10,267,610.00 "," 884,100.20 "," 121,461,795.65 "," 147,704,544.85 "," 6,472,184.74 "," 31,669,346.41 "," 11,151,710.20 "," 142,163,684.44 "," 467,126,293.87 "," 11,454,091.00 ",
2018,KENYA NATIONAL POLICE DT," 1,500,753,884.58 "," 726,291,058.47 "," 24,105,923,420.15 "," 16,256,813.69 "," 6,211,347,530.81 "," 18,774,636,459.39 "," 2,024,204,732.75 ","-7,509,088.87 "," 24,454,127.90 "," 303,299,397.13 ",
2018,KEYSTONE DT," 56,982,858.93 "," 91,751,693.08 "," 556,569,416.41 "," 742,259,357.39 "," 71,465,326.61 "," 616,321,548.60 "," 91,751,693.08 "," 1,200,897,630.62 "," 4,557,399,719.81 "," 17,852,152.82 ",
2018,KIMBILIO DAIMA," 7,109,264.00 "," 248,200,465.54 "," 319,421,251.14 "," 62,142,340.55 "," 118,945,380.93 "," 451,587,362.47 "," 248,200,465.54 "," 9,008,906.35 "," 103,252,830.22 "," 19,271,870.11 ",
2018,KINGDOM," 227,521,160.00 "," 66,099,849.00 "," 940,822,861.00 "," 39,290,129.46 "," 199,720,823.00 "," 965,580,766.00 "," 262,058,272.00 "," 11,869,267.02 "," 89,301,342.01 "," 16,612,226.00 ",
2018,KITUI TEACHERS," 18,432,584.22 "," 351,721,569.39 "," 4,096,834,486.52 "," 66,285,111.00 "," 842,210,402.76 "," 3,384,874,551.09 "," 365,952,403.61 "," 35,174,724.00 "," 159,258,570.00 "," 17,531,854.80 ",
2018,KOLENGE," 661,303.00 "," 29,623,130.24 "," 46,909,758.95 "," 299,103,795.20 "," 44,660,717.48 "," 85,913,541.32 "," 29,623,130.24 "," 130,379,240.53 "," 898,791,900.56 "," 1,263,850.79 ",
2018,KORU, -   ," 10,163,473.31 "," 29,862,144.71 "," 7,577,864.81 "," 21,298,900.48 "," 49,764,391.58 "," 10,163,473.31 "," 1,450,566.19 "," 10,628,606.00 "," 4,307,579.83 ",
2018,K-PILLAR," 15,674,837.00 "," 232,069,138.00 "," 393,477,293.00 "," 3,213,084.90 "," 180,253,082.00 "," 393,597,906.00 "," 243,774,808.00 "," 3,182,706.73 "," 6,975,684.02 "," 106,992,170.00 ",
2018,K-UNITY," 353,977,841.87 "," 915,598,238.53 "," 2,231,672,979.74 "," 32,713,014.00 "," 867,596,366.37 "," 2,723,503,958.46 "," 1,238,808,146.40 "," 37,922,782.00 "," 91,073,101.00 "," 329,531,477.00 ",
2018,KWETU," 1,105,752,341.35 "," 232,260,513.51 "," 1,453,425,094.07 "," 417,862,001.68 ","-705,103,400.21 "," 2,058,419,382.66 "," 232,260,513.51 "," 179,675,516.38 "," 594,107,089.14 "," 21,494,563.49 ",
2018,LAINISHA ," 34,314,587.00 "," 72,166,778.66 "," 215,562,131.17 "," 208,849,870.56 "," 168,092,897.45 "," 159,029,118.86 "," 72,166,778.66 "," 100,109,917.16 "," 428,980,065.35 "," 37,773,306.09 ",
2018,LAMU TEACHERS ," 16,665,233.09 "," 3,348,861.30 "," 66,168,542.00 "," 38,508,844.17 "," 21,332,221.15 "," 121,538,222.05 "," 16,059,949.39 "," 1,989,229.49 "," 47,511,881.16 "," 11,494,664.18 ",
2018,LENGO," 1,816,212.00 "," 37,451,254.46 "," 119,880,907.12 "," 10,378,928.00 "," 31,945,362.98 "," 132,658,812.55 "," 37,451,254.46 ","-222,860.72 "," 22,065,539.08 "," 2,128,621.32 ",
2018,MAFANIKIO," 41,343,229.54 "," 60,967,748.29 "," 661,054,784.79 "," 24,741,451.90 "," 207,776,612.68 "," 535,442,059.16 "," 72,777,688.83 "," 2,174,390.62 "," 36,844,584.88 "," 24,963,945.23 ",
2018,MAGADI ," 37,575,023.74 "," 94,364,971.06 "," 478,115,491.00 "," 76,464,055.37 "," 150,548,018.83 "," 433,262,931.22 "," 94,364,971.06 "," 34,568,895.76 "," 154,540,516.45 "," 10,112,783.15 ",
2018,MAGEREZA," 965,803,207.60 "," 743,817,716.47 "," 3,205,149,463.78 "," 30,509,599.84 "," 501,393,015.98 "," 3,713,106,939.66 "," 1,458,260,149.47 "," 72,272,509.96 "," 110,696,549.32 "," 116,532,030.35 ",
2018,MAISHA BORA," 113,015,708.00 "," 479,287,063.68 "," 2,554,090,130.89 "," 194,574,626.75 "," 326,460,576.80 "," 2,660,557,559.14 "," 479,287,063.68 "," 240,418,767.99 "," 443,811,331.44 "," 12,673,607.42 ",
2018,MENTORS," 215,990,740.00 "," 227,857,475.64 "," 5,842,582,015.09 "," 65,578,030.19 "," 753,892,653.05 "," 4,975,606,801.28 "," 227,857,475.64 "," 87,535,150.03 "," 395,330,910.52 "," 289,945,921.75 ",
2018,METROPOLITAN NATIONAL," 102,376,783.00 "," 689,158,273.00 "," 12,849,307,454.00 "," 287,758,025.00 "," 2,865,357,720.00 "," 6,929,637,942.00 "," 725,293,678.00 "," 107,233,639.85 "," 1,036,694,945.39 "," 1,178,574,563.00 ",
2018,MILIKI," 100,750.00 "," 1,480,308.00 "," 1,705,375.00 "," 442,187,694.00 "," 1,829,468.00 "," 41,941,608.00 "," 1,581,058.00 "," 125,228,304.00 "," 2,117,889,006.00 "," 8,761,492.19 ",
2018,MOMBASA PORT ," 538,223,451.60 "," 838,987,130.41 "," 3,574,460,685.94 "," 9,969,798.00 "," 2,147,294,874.37 "," 2,668,337,830.23 "," 1,377,210,582.01 ","-3,242,456.00 "," 7,203,627.00 "," 108,848,498.34 ",
2018,MUDETE TEAFACTORY ," 10,469,200.00 "," 61,861,278.31 "," 145,392,802.46 "," 156,821,356.04 "," 44,348,375.91 "," 192,544,124.50 "," 61,861,278.31 "," 215,582,192.67 "," 694,675,193.58 "," 35,079,189.21 ",
2018,MUKI ," 19,657,675.19 "," 44,300,649.18 "," 512,269,244.74 "," 23,899,687.24 "," 153,247,692.54 "," 488,285,646.92 "," 44,300,649.18 "," 16,048,566.30 "," 47,725,970.91 "," 34,633,508.06 ",
2018,MWALIMU NATIONAL ," 1,512,756,118.18 "," 1,466,935,344.50 "," 31,179,870,694.84 "," 83,876,039.86 "," 5,291,760,080.75 "," 32,823,085,349.25 "," 1,466,935,344.50 "," 44,939,193.45 "," 132,844,226.42 "," 1,308,683,085.43 ",
2018,MWIETHERI," 2,021,710.00 "," 44,599,759.88 "," 62,007,652.65 "," 1,656,085,520.48 "," 29,161,483.41 "," 69,603,491.06 "," 44,599,759.88 "," 661,923,634.04 "," 5,817,429,085.55 "," 1,615,460.92 ",
2018,MWITO," 16,408,390.00 "," 127,686,986.27 "," 1,423,156,690.01 "," 9,163,634.84 "," 271,380,641.12 "," 1,252,330,091.01 "," 127,686,986.27 "," 2,988,408.85 "," 14,077,135.69 "," 25,170,057.81 ",
2018,NACICO," 194,146,851.96 "," 459,122,989.83 "," 2,508,226,929.67 "," 253,474,041.51 "," 901,113,060.93 "," 2,590,356,569.75 "," 459,122,989.83 "," 73,791,049.86 "," 620,202,525.40 "," 60,644,093.59 ",
2018,NAFASI DT," 3,232,361.80 "," 51,758,914.07 "," 448,383,949.00 "," 40,331,817.63 "," 96,924,051.11 "," 346,295,345.41 "," 51,758,914.07 "," 12,997,365.23 "," 87,904,853.04 "," 7,740,755.15 ",
2018,NANDI FARMERS," 8,450,000.00 "," 356,505.72 "," 84,779,915.14 "," 9,326,150.44 "," 33,227,379.00 "," 79,106,612.95 "," 356,505.72 "," 1,009,383.31 "," 12,700,981.30 "," 5,900,787.72 ",
2018,NANYUKI EQUATOR," 1,914,100.00 "," 7,655,723.00 "," 99,176,116.00 "," 13,504,680.00 "," 38,860,926.32 "," 30,428,022.90 "," 7,655,723.00 "," 835,691.16 "," 16,250,889.75 "," 985,664.00 ",
2018,NATION DT," 3,616,747.08 "," 439,467,378.36 "," 1,377,839,714.34 "," 45,573,567.36 "," 258,989,682.69 "," 1,335,794,606.35 "," 439,467,378.36 "," 48,580,483.83 "," 223,415,371.15 "," 141,274,565.00 ",
2018,NAWIRI," 119,771,303.00 "," 281,797,702.00 "," 1,121,083,189.00 "," 155,564,455.00 "," 365,923,318.00 "," 1,138,873,774.00 "," 281,797,702.00 "," 148,116,803.00 "," 331,566,310.00 "," 138,836,950.85 ",
2018,NDEGE CHAI ," 244,123,712.98 "," 231,628,042.23 "," 2,168,765,334.84 "," 180,605,770.88 "," 336,854,821.20 "," 1,900,119,418.02 "," 420,991,317.86 "," 6,370,145.96 "," 460,677,994.12 "," 108,440,883.36 ",
2018,NDOSHA," 24,270,029.00 "," 8,011,455.79 "," 144,776,699.56 "," 23,059,269.00 "," 16,955,630.68 "," 157,994,918.61 "," 8,011,455.79 ","-5,325,671.33 "," 28,520,113.59 "," 28,069,841.17 ",
2018,NEWFORTIS," 154,822,423.00 "," 667,344,594.00 "," 5,187,561,264.00 "," 219,231,214.00 "," 1,090,925,531.00 "," 4,528,249,510.00 "," 672,392,370.00 ", -   ," 897,841,893.00 "," 31,036,393.00 ",
2018,NEXUS," 165,322.00 "," 22,679,559.97 "," 79,717,414.02 "," 5,313,263.10 "," 28,137,171.07 "," 73,754,218.87 "," 22,679,559.97 "," 6,149,790.18 "," 13,043,556.28 "," 615,131.85 ",
2018,NGARISHA ," 27,884,993.36 "," 18,655,578.70 "," 1,812,079,639.70 "," 202,084,387.95 "," 411,018,400.04 "," 1,081,151,739.95 "," 46,540,572.06 "," 84,491,179.62 "," 537,330,547.17 "," 38,212,667.20 ",
2018,NRS ," 18,463,366.83 "," 11,631,073.83 "," 253,720,291.59 "," 43,127,863.40 "," 30,640,615.85 "," 327,993,213.12 "," 13,631,073.83 "," 2,387,879.83 "," 49,235,680.56 "," 13,112,377.07 ",
2018,NSSF," 335,747,163.20 "," 158,512,908.56 "," 1,473,345,127.84 "," 96,208,308.36 ","-28,206,667.68 "," 1,255,457,250.46 "," 158,512,908.56 "," 59,151,987.50 "," 284,342,619.59 "," 53,060,185.80 ",
2018,NUFAIKA ," 4,829,469.00 "," 29,309,749.00 "," 112,820,100.00 "," 10,569,361.00 "," 27,829,088.32 "," 110,515,979.30 "," 29,309,749.00 "," 6,945,419.54 "," 20,433,786.00 "," 5,964,145.00 ",
2018,NYALA VISION," 110,000.00 "," 114,524,331.32 "," 289,095,051.96 "," 36,040,915.00 "," 70,655,043.46 "," 485,247,307.00 "," 114,524,331.32 "," 36,932,851.50 "," 74,705,403.17 "," 13,191,809.89 ",
2018,NYAMBENE ARIMI," 4,478,089.55 "," 40,251,468.12 "," 174,632,337.27 "," 38,295,502.97 "," 78,985,928.89 "," 135,720,875.49 "," 40,251,468.12 "," 12,930,681.03 "," 57,622,091.34 "," 41,492,988.04 ",
2018,NYAMIRA TEA FARMERS," 21,768,216.00 "," 24,747,211.46 "," 119,561,335.69 "," 25,323,184.89 "," 33,582,112.30 "," 127,782,379.16 "," 24,747,211.46 ","-6,827,411.54 "," 31,753,261.09 "," 46,156,376.84 ",
2018,NYATI," 21,220,646.48 "," 132,387,735.80 "," 2,725,005,145.64 "," 127,804,388.85 "," 887,208,958.80 "," 2,050,522,150.79 "," 136,946,951.28 "," 357,709,806.86 "," 506,408,657.60 "," 86,333,774.66 ",
2018,OLLIN," 198,016,918.00 "," 606,025,577.62 "," 3,755,338,754.89 "," 213,738,753.30 "," 483,627,691.42 "," 2,961,474,593.13 "," 606,025,577.62 "," 64,941,067.49 "," 664,079,939.37 "," 37,699,880.29 ",
2018,ORIENT," 17,260,129.00 "," 3,080,910.00 "," 156,320,287.00 "," 19,765,846.00 ","-122,460,467.00 "," 466,575,752.00 "," 14,638,138.00 ","-30,327,697.00 "," 30,349,598.00 "," 44,618,937.00 ",
2018,PATNAS ," 19,230,840.00 "," 148,425,186.58 "," 79,430,797.92 "," 68,633,234.80 "," 83,537,685.94 "," 159,082,259.18 "," 148,552,686.58 "," 5,177,119.79 "," 108,746,265.69 "," 22,254,977.14 ",
2018,PRIME-TIME," 46,653,389.16 "," 79,485,344.44 "," 352,895,714.34 "," 32,411,006.19 "," 82,130,041.00 "," 548,095,376.63 "," 117,321,369.60 ","-1,597,433.92 "," 75,845,133.86 "," 10,522,015.74 ",
2018,PUAN ," 9,224,906.00 "," 20,325,345.00 "," 239,121,032.00 "," 19,500,630.00 "," 31,342,139.00 "," 196,924,668.00 "," 20,325,345.00 "," 1,841,771.00 "," 33,899,400.00 "," 4,156,932.00 ",
2018,QWETU," 103,204,834.23 "," 151,896,339.64 "," 1,516,754,504.97 "," 173,948,261.56 "," 136,875,445.27 "," 1,290,283,238.98 "," 151,896,339.64 "," 41,566,793.81 "," 337,779,744.22 "," 46,592,026.36 ",
2018,RACHUONYO TEACHERS," 51,242,000.00 "," 9,244,922.00 "," 119,310,026.00 "," 7,594,662.00 "," 15,565,685.00 "," 109,042,494.00 "," 60,486,922.00 "," 1,804,764.00 "," 12,670,627.00 ", -   ,
2018,SAFARICOM," 96,765,340.00 "," 626,320,809.00 "," 5,172,050,894.00 "," 166,761,455.00 "," 1,077,759,694.00 "," 4,742,893,979.00 "," 680,822,219.00 "," 230,216,330.00 "," 642,207,091.00 "," 465,845,369.00 ",
2018,SHERIA," 29,727,731.60 "," 350,868,930.90 "," 4,734,253,894.31 "," 201,989,352.17 "," 1,140,734,190.51 "," 3,842,291,026.23 "," 350,868,930.90 "," 374,013,772.46 "," 660,500,598.63 "," 317,979,021.32 ",
2018,SHIRIKA DT," 14,858,306.70 "," 360,146,813.51 "," 2,248,128,783.06 "," 58,920,902.36 "," 398,748,794.04 "," 2,103,950,851.26 "," 360,146,813.51 "," 167,772,496.17 "," 321,116,361.92 "," 624,001.94 ",
2018,SHOPPERS," 60,424,694.93 "," 50,132,117.33 "," 930,856,622.10 "," 105,030,738.23 "," 436,591,540.88 "," 781,181,486.71 "," 50,132,117.33 "," 40,207,648.40 "," 181,670,220.81 "," 434,396,022.61 ",
2018,SIMBA CHAI," 11,616,584.00 "," 183,725,415.71 "," 964,124,291.00 "," 33,759,652.69 "," 267,056,351.64 "," 758,714,496.03 "," 183,725,415.71 "," 29,105,068.04 "," 170,498,480.45 "," 1,657,488.16 ",
2018,SIRAJI," 101,856.00 "," 66,877,429.84 "," 306,365,905.00 "," 47,275,351.93 "," 82,409,553.21 "," 273,688,273.49 "," 66,877,429.84 "," 17,217,577.95 "," 75,561,045.01 "," 18,422,358.01 ",
2018,SKYLINE," 11,979,720.00 "," 176,051,224.72 "," 884,102,373.84 "," 95,170,057.38 "," 220,688,065.96 "," 1,035,584,885.18 "," 176,051,224.72 "," 62,692,813.63 "," 178,152,942.28 "," 117,556,486.04 ",
2018,SMART CHAMPION," 20,600,002.12 "," 37,159,999.41 "," 218,996,416.28 "," 22,567,445.18 "," 39,121,334.79 "," 148,121,187.79 "," 37,159,999.41 "," 5,509,930.21 "," 38,248,915.55 "," 18,129,905.22 ",
2018,SMARTLIFE DT," 38,577,706.00 "," 65,883,107.00 "," 879,976,332.00 "," 33,999,082.00 "," 178,237,158.00 "," 633,141,710.00 "," 85,959,796.00 "," 25,994,741.00 "," 109,948,990.00 "," 17,599,525.00 ",
2018,SOLUTION," 194,351,275.22 "," 378,174,854.70 "," 3,449,004,571.63 "," 272,074,580.22 "," 824,081,782.47 "," 2,982,152,680.20 "," 572,526,129.92 "," 303,296,363.81 "," 705,923,729.34 "," 115,548,245.84 ",
2018,SOTICO," 49,120,054.80 "," 29,441,045.27 "," 122,116,285.00 "," 14,074,690.14 ","-13,411,023.80 "," 121,795,357.00 "," 29,441,045.27 "," 461,245.63 "," 28,580,939.30 "," 5,096,465.35 ",
2018,SOUTHERN STAR," 89,046,212.80 "," 151,049,716.86 "," 799,179,281.55 "," 108,096,837.96 "," 138,727,357.91 "," 801,996,219.06 "," 177,586,272.31 "," 11,798,771.57 "," 179,487,444.62 "," 151,645,768.23 ",
2018,STAKE KENYA," 2,929,050.00 "," 30,396,512.64 "," 115,203,246.47 "," 16,146,756.00 "," 34,237,436.91 "," 133,989,793.51 "," 30,396,512.64 "," 9,712,005.10 "," 27,483,820.05 "," 8,591,956.80 ",
2018,STAWISHA," 11,895,429.00 "," 14,627,578.92 "," 147,376,839.12 "," 18,212,696.50 "," 62,395,579.70 "," 138,926,811.09 "," 26,523,007.92 "," 11,787,785.97 "," 37,143,688.64 "," 8,783,520.00 ",
2018,STIMA DT," 991,281,427.13 "," 4,813,502,352.34 "," 25,830,313,270.26 "," 1,141,311,022.68 "," 3,675,484,059.43 "," 24,900,242,928.43 "," 5,074,202,816.96 "," 540,598,223.93 "," 4,505,009,371.75 "," 1,342,810,858.90 ",
2018,SUKARI," 100,962,720.39 ","-17,321,255.48 "," 430,647,409.53 "," 48,659,255.85 ","-315,017,984.76 "," 393,618,958.25 "," 619,108.83 ","-248,332,226.83 ","-74,428,934.49 "," 332,844,610.82 ",
2018,SULUHU," 5,406,604.00 "," 70,224,673.44 "," 519,978,511.56 "," 38,864,283.38 "," 126,752,222.47 "," 410,825,652.11 "," 70,224,673.44 "," 61,314,804.94 "," 115,063,178.66 "," 14,021,009.85 ",
2018,SUPA ," 628,488.00 "," 50,860,460.67 "," 340,367,650.00 "," 25,045,619.81 "," 61,299,430.50 "," 325,854,961.60 "," 50,860,460.67 "," 10,390,303.53 "," 44,251,353.86 "," 12,491,227.59 ",
2018,TABASAMU," 11,527,218.50 "," 69,232,277.70 "," 285,606,822.68 "," 43,590,473.61 "," 126,827,061.80 "," 424,349,680.96 "," 69,232,277.70 "," 27,790,173.10 "," 103,332,283.84 "," 25,087,912.28 ",
2018,TABASURI," 31,402,911.31 "," 22,538,967.42 "," 298,642,367.59 "," 36,884,991.50 "," 44,483,252.92 "," 254,723,597.66 "," 42,997,642.73 "," 10,058,007.07 "," 57,261,145.56 "," 27,444,254.00 ",
2018,TAI," 36,608,572.00 "," 631,374,729.57 "," 1,597,540,761.59 "," 227,525,968.78 "," 520,777,009.82 "," 1,585,393,254.51 "," 641,620,478.57 "," 44,198,395.15 "," 375,213,194.87 "," 414,197,917.07 ",
2018,TAIFA ," 126,073,525.09 "," 711,575,116.22 "," 1,956,531,825.94 "," 271,320,626.07 "," 595,561,410.42 "," 2,294,124,838.80 "," 837,648,641.31 "," 51,072,935.62 "," 391,368,450.45 "," 60,803,480.91 ",
2018,TAQWA," 11,168.00 "," 132,880,708.85 "," 808,585,906.00 "," 13,634,133.94 "," 90,326,515.10 "," 861,129,707.75 "," 132,891,876.85 "," 9,761,002.05 "," 25,964,088.99 "," 2,568,953.00 ",
2018,TARAJI SAVINGS," 59,728,449.15 "," 16,104,295.16 "," 210,901,367.08 "," 36,363,664.57 "," 49,742,761.15 "," 273,815,357.00 "," 48,517,382.31 "," 688,516.14 "," 55,900,179.23 "," 3,294,503.00 ",
2018,TELEPOST," 101,873,856.00 "," 111,011,382.53 "," 285,995,072.25 "," 47,720,261.11 ","-64,131,689.90 "," 528,503,581.55 "," 111,011,382.53 ","-39,335,442.89 "," 46,816,961.63 "," 180,770,397.32 ",
2018,TEMBO," 214,551.43 "," 319,198.98 "," 1,926,700.73 "," 47,134.35 "," 394,014.34 "," 1,756,786.61 "," 338,896.60 "," 120,020.98 "," 355,428.57 "," 36,470,296.76 ",
2018,TENHOS ," 13,254,304.00 "," 30,022,095.73 "," 178,716,900.00 "," 30,721,551.74 "," 76,701,115.82 "," 190,642,886.91 "," 41,985,257.73 "," 10,513,001.34 "," 55,605,740.92 "," 12,547,271.65 ",
2018,THAMANI," 2,538,278.50 "," 233,383,015.28 "," 301,021,313.07 "," 56,496,963.35 "," 102,358,976.02 "," 363,600,136.07 "," 235,921,293.78 "," 5,753,631.20 "," 99,431,633.08 "," 108,220,518.83 ",
2018,THE APPLE," 6,814,443.24 "," 8,733,287.04 "," 58,815,925.09 "," 8,723,050.00 "," 32,670,359.52 "," 39,362,735.49 "," 14,386,950.28 "," 6,596,688.87 "," 16,886,234.95 "," 1,257,116.95 ",
2018,THE NOBLE," 119,173,747.64 "," 92,123,950.14 "," 1,627,651,535.13 "," 136,893,447.03 "," 380,406,904.16 "," 1,481,640,504.92 "," 118,710,421.78 "," 39,907,742.06 "," 342,937,092.26 "," 53,448,073.91 ",
2018,TIMES U," 1,576,216.00 "," 87,834,412.63 "," 498,387,198.29 "," 63,450,421.72 "," 86,493,397.61 "," 475,528,092.77 "," 87,834,412.63 "," 11,863,390.07 "," 112,069,741.54 ",,
